
,教育階段：高中職,製表日期：2018/3/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,內思高工,2,0,2,0,1,0,0,3,32,0,4,0,0,44
,六家高中,0,0,1,0,0,0,0,5,5,0,5,0,0,16
,仰德高中,37,0,1,0,2,2,0,1,68,3,5,0,0,119
,竹北高中,36,0,4,0,4,0,6,7,7,2,13,0,0,79
,竹東高中,0,0,1,1,0,2,3,0,7,0,3,0,0,17
,忠信高中,0,0,0,0,0,0,0,1,1,0,1,0,0,3
,東泰高中,42,0,5,1,2,0,1,10,66,1,5,0,0,133
,湖口高中,0,0,1,0,2,0,3,1,9,0,3,0,0,19
,義民高中,0,0,2,0,1,1,1,5,20,0,2,0,1,33
,關西高中,38,0,1,0,1,2,1,3,29,0,10,0,0,85
,總計,155,0,18,2,13,7,15,36,244,6,51,0,1,548
