
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,內思高工,3,0,1,0,0,0,0,7,38,0,2,0,0,51
,六家高中,0,0,0,0,0,0,0,4,4,0,2,0,0,10
,仰德高中,47,0,1,0,0,1,3,6,64,2,3,0,1,128
,竹北高中,39,1,3,0,3,0,6,11,9,4,10,0,0,86
,竹東高中,0,0,0,0,1,2,2,2,3,0,5,0,0,15
,忠信高中,1,0,0,0,1,0,0,3,5,0,1,0,0,11
,東泰高中,42,0,2,0,2,0,0,4,62,3,3,0,0,118
,湖口高中,0,0,0,0,1,0,4,0,8,0,2,0,0,15
,義民高中,0,0,2,0,2,0,0,2,29,0,2,0,1,38
,誠正中學,6,0,0,0,0,0,0,5,2,0,0,0,0,13
,關西高中,36,0,1,0,1,2,2,3,26,1,9,0,0,81
,總計,174,1,10,0,11,5,17,47,250,10,39,0,2,566
