
,教育階段：高中職,製表日期：2018/5/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,內思高工,2,0,2,0,1,0,0,3,32,0,4,0,0,44
,六家高中,0,0,1,0,0,0,0,8,5,0,6,0,0,20
,仰德高中,36,0,1,0,2,2,0,1,68,2,5,0,0,117
,竹北高中,36,0,4,0,4,0,6,7,9,2,13,0,0,81
,竹東高中,0,0,1,1,0,2,3,0,7,0,3,0,0,17
,忠信高中,0,0,0,0,0,0,0,1,1,0,1,0,0,3
,東泰高中,42,0,5,1,2,0,0,9,65,1,5,0,0,130
,湖口高中,0,0,1,0,2,0,3,1,9,0,3,0,0,19
,義民高中,0,0,2,0,1,1,1,5,20,0,2,0,1,33
,關西高中,37,0,1,0,1,2,1,3,27,0,10,0,0,82
,總計,153,0,18,2,13,7,14,38,243,5,52,0,1,546
