
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三育高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,中興高中,2,1,1,0,2,0,2,0,1,1,2,0,0,12
,五育高中,2,0,0,0,0,0,1,1,2,0,0,0,0,6
,仁愛高農,3,0,2,0,0,0,2,0,15,0,1,0,0,23
,水里商工,32,1,3,0,1,0,3,0,22,5,1,0,0,68
,同德家商,8,1,3,0,1,0,7,9,50,0,3,0,1,83
,旭光高中,1,0,0,1,1,0,0,1,0,0,0,0,0,4
,竹山高中,36,0,5,1,2,0,3,3,17,2,2,0,0,71
,南投高中,0,1,0,0,1,0,2,0,9,0,3,0,0,16
,南投高商,35,1,2,0,4,0,2,1,4,2,2,0,0,53
,埔里高工,49,0,2,0,2,0,1,3,25,10,1,0,1,94
,草屯商工,40,0,0,0,6,0,4,4,4,1,5,0,1,65
,普台高中,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,暨大附中,1,2,1,0,2,0,2,1,10,2,0,0,0,21
,總計,209,7,19,2,22,0,29,23,162,23,20,0,3,519
