
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三育高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,中興高中,2,1,1,0,2,0,2,1,2,1,2,0,0,14
,五育高中,3,0,0,0,0,0,1,1,2,0,0,0,1,8
,仁愛高農,2,0,2,0,1,0,0,0,17,0,0,0,2,24
,水里商工,32,1,3,0,1,0,3,0,21,5,1,0,0,67
,同德家商,11,1,3,0,4,0,7,9,50,0,1,0,3,89
,旭光高中,1,0,0,1,1,0,0,1,0,0,0,0,0,4
,竹山高中,41,0,5,1,1,0,2,3,16,2,2,0,0,73
,南投高中,0,1,0,0,1,0,2,0,10,0,3,0,0,17
,南投高商,34,1,2,0,5,0,2,1,3,2,2,0,0,52
,埔里高工,52,0,2,0,2,0,1,5,28,12,2,0,0,104
,草屯商工,43,0,0,1,6,0,4,4,4,1,3,0,1,67
,普台高中,1,1,0,0,2,0,0,0,2,0,0,0,0,6
,暨大附中,2,3,1,0,4,0,1,1,9,2,0,0,1,24
,總計,224,9,19,3,30,0,25,26,165,25,16,0,8,550
