
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三育高中,0,0,1,0,0,0,0,1,0,0,0,0,2
,中興高中,0,1,0,0,4,1,0,1,0,3,0,1,11
,五育高中,2,0,0,0,0,0,0,2,0,0,0,0,4
,仁愛高農,3,0,2,0,1,1,1,17,0,0,0,1,26
,水里商工,30,1,1,0,0,1,2,19,5,1,0,0,60
,弘明實驗高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,同德家商,10,1,2,0,6,5,4,47,0,0,0,3,78
,旭光高中,1,0,0,1,1,0,1,0,0,0,0,0,4
,竹山高中,43,0,2,1,2,1,2,17,3,1,0,0,72
,南投高中,0,1,1,0,0,0,0,9,0,1,0,0,12
,南投高商,37,0,2,1,7,1,2,6,2,1,0,0,59
,埔里高工,64,0,1,0,2,2,3,31,11,1,0,0,115
,草屯商工,41,1,0,2,3,5,4,6,2,2,0,0,66
,普台高中,0,0,0,0,0,0,0,2,0,0,0,0,2
,暨大附中,1,3,3,0,3,1,1,8,1,0,0,0,21
,總計,232,8,15,5,29,18,20,167,24,10,0,5,533
