
,教育階段：高中職,製表日期：2018/10/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三育高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,中興高中,1,5,2,0,2,1,1,1,1,0,1,0,0,15
,五育高中,3,0,2,0,0,0,0,3,13,0,0,0,0,21
,仁愛高農,2,0,0,0,1,1,1,1,23,0,1,0,0,30
,水里商工,23,1,0,0,0,1,0,0,20,1,1,0,0,47
,同德家商,17,1,4,1,1,0,2,6,50,0,1,0,0,83
,旭光高中,0,0,0,0,0,1,0,0,0,0,2,0,0,3
,竹山高中,24,1,1,0,0,2,2,1,8,1,3,0,0,43
,南投高中,1,0,0,0,2,0,0,8,9,0,4,0,0,24
,南投高商,33,0,0,1,2,1,0,1,3,2,3,0,0,46
,埔里高工,34,0,0,0,0,0,1,2,43,1,1,0,0,82
,草屯商工,40,0,0,0,0,0,1,0,15,0,1,0,0,57
,普台高中,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,嘉大高中實驗教育機構,1,0,0,0,0,0,0,1,0,0,0,0,0,2
,暨大附中,0,1,1,1,3,1,0,3,13,0,2,0,0,25
,總計,179,10,10,3,11,8,8,27,199,5,20,0,0,480
