
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三育高中,0,0,1,0,0,0,0,1,0,0,0,0,2
,中興高中,1,2,0,0,2,1,1,2,1,3,0,1,14
,五育高中,2,0,0,0,0,1,0,1,0,0,0,0,4
,仁愛高農,3,0,0,0,3,1,0,13,0,0,0,1,21
,水里商工,30,1,1,0,0,1,2,23,6,1,0,0,65
,弘明實驗高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,同德家商,9,1,2,1,5,4,6,39,0,1,0,4,72
,旭光高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,竹山高中,30,0,2,0,2,1,1,9,1,1,0,0,47
,南投高中,0,1,1,0,1,0,0,7,0,0,0,0,10
,南投高商,39,0,1,1,6,2,3,7,3,1,0,0,63
,埔里高工,70,0,0,0,0,2,2,30,10,2,0,0,116
,草屯商工,40,1,0,3,6,2,2,11,2,2,0,0,69
,普台高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,暨大附中,1,3,2,0,3,1,1,5,0,2,0,2,20
,總計,225,9,10,5,28,16,18,151,23,13,0,8,506
