
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三育高中,0,0,1,0,0,0,0,0,1,0,0,0,0,2
,中興高中,2,0,2,0,2,0,1,0,2,1,1,0,0,11
,五育高中,2,0,0,0,1,0,1,2,6,0,1,0,0,13
,仁愛高農,5,0,2,0,0,0,2,0,16,0,1,0,0,26
,水里商工,30,1,2,0,2,0,2,0,21,2,2,0,0,62
,同德家商,13,0,6,0,1,0,5,8,66,0,3,0,0,102
,旭光高中,1,0,0,1,1,0,0,1,0,1,0,0,0,5
,竹山高中,23,0,4,1,1,0,2,0,18,3,2,0,0,54
,南投高中,0,0,1,0,2,0,2,1,8,0,4,0,0,18
,南投高商,39,1,2,0,0,0,1,0,5,2,1,0,0,51
,埔里高工,41,0,2,0,3,0,0,5,31,6,2,0,1,91
,草屯商工,39,0,0,0,4,0,3,4,7,2,7,0,1,67
,普台高中,0,0,1,0,0,0,0,0,1,0,0,0,0,2
,暨大附中,1,1,1,0,2,0,3,0,8,2,0,0,0,18
,總計,196,3,24,2,19,0,22,21,190,19,24,0,2,522
