
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三民家商,32,1,3,0,7,2,6,1,21,0,14,0,3,90
,三民高中,0,0,1,0,2,0,3,0,0,1,1,0,0,8
,三信家商,87,0,10,2,16,0,4,7,139,5,30,0,2,302
,大榮高中,16,0,2,1,1,0,2,0,21,1,1,0,0,45
,小港高中,1,0,0,0,0,0,3,1,4,1,1,0,0,11
,中山大學附屬國光高中,1,0,1,0,3,0,1,0,0,0,1,0,1,8
,中山工商,130,3,4,0,8,0,12,4,123,10,18,0,3,315
,中山高中,0,0,0,0,3,0,1,0,0,0,3,0,1,8
,中正高工,3,0,4,0,4,0,2,3,22,0,9,0,0,47
,中正高中,0,0,3,0,1,0,0,0,2,0,2,0,0,8
,中華藝校,1,0,0,0,1,0,0,3,10,0,2,0,0,17
,仁武高中(高中部),0,0,0,0,1,0,1,0,0,0,0,0,0,2
,六龜高中(高中部),3,0,0,0,0,0,1,0,5,0,0,0,0,9
,天主教道明高中,0,0,0,0,0,0,0,4,0,0,1,0,2,7
,文山高中(高中部),2,1,0,0,0,0,1,1,0,1,1,0,0,7
,左營高中,0,0,0,1,4,0,1,0,0,0,4,0,1,11
,立志學校財團法人高雄市立志高級中學,62,2,3,0,4,0,6,3,121,3,17,0,1,222
,岡山高中,0,0,0,0,1,1,3,0,1,0,1,0,0,7
,岡山農工,42,2,3,1,6,0,2,1,40,2,7,0,1,107
,明誠高中,0,0,0,0,1,0,1,0,1,1,4,0,0,8
,林園高中(高中部),0,0,0,0,1,0,1,0,0,0,0,0,0,2
,前鎮高中,0,1,0,0,3,0,2,0,1,1,2,0,0,10
,海青工商,4,0,2,0,3,1,4,3,17,1,7,0,2,44
,高英工商,41,0,5,1,2,0,3,1,81,0,3,0,2,139
,高苑工商,64,1,0,0,2,0,3,1,51,1,4,0,1,128
,高師附中,0,1,2,1,1,0,2,0,1,0,5,0,0,13
,高雄女中,0,0,1,0,8,2,6,0,0,1,1,0,0,19
,高雄高工,3,0,3,1,7,1,6,5,20,0,16,0,0,62
,高雄高中,0,1,2,1,2,1,4,0,1,0,22,0,1,35
,高雄高商,1,2,3,0,5,1,8,4,11,0,6,0,1,42
,高鳳工家,28,0,2,0,0,0,0,1,3,0,3,0,0,37
,國際商工,1,0,1,0,0,0,1,1,5,0,0,0,0,9
,復華高中,7,0,0,0,2,0,1,1,22,0,3,0,1,37
,普門高中,3,0,0,0,0,0,0,0,0,0,2,0,0,5
,華德工家,11,0,1,0,1,0,1,1,20,0,0,0,0,35
,新光高中,0,1,0,0,2,0,0,0,8,1,0,0,0,12
,新莊高中,0,2,6,0,3,0,10,1,2,0,3,0,0,27
,新興高中,0,0,0,0,2,0,0,0,1,0,2,0,0,5
,楠梓高中,0,0,0,0,2,0,2,1,2,0,0,0,1,8
,瑞祥高中,0,0,1,0,1,0,3,0,0,0,1,0,0,6
,路竹高中(高中部),0,0,0,0,1,0,2,0,1,0,0,0,0,4
,鼓山高中,0,0,0,0,1,0,0,1,0,0,1,0,0,3
,旗山農工,6,0,0,0,1,0,4,0,22,0,2,0,1,36
,旗美高中,1,0,1,0,3,1,1,0,4,0,0,0,0,11
,旗美商工,45,1,2,0,0,0,0,0,13,2,1,0,0,64
,福誠高中,0,0,1,0,0,0,0,1,3,0,2,0,0,7
,鳳山高中,0,3,4,0,7,0,3,0,0,1,5,0,2,25
,鳳山商工,41,0,2,0,6,0,4,0,17,2,10,0,1,83
,鳳新高中,0,3,0,0,0,2,1,1,2,0,2,0,0,11
,樹德家商,54,4,5,1,5,0,7,3,123,5,8,0,1,216
,總計,690,29,78,10,134,12,129,54,941,40,228,0,29,2374
