
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中道高中,0,1,1,0,0,0,0,0,2,0,0,0,0,4
,宜蘭大學附設高職進修學校,0,0,0,0,0,0,1,1,0,0,0,0,0,2
,宜蘭高中,0,2,0,0,2,0,0,1,0,0,3,0,0,8
,宜蘭高商,0,1,3,0,2,1,2,8,11,3,8,0,0,39
,南澳高中,1,0,1,0,0,0,0,0,4,0,0,0,1,7
,慧燈高中,0,0,0,0,0,0,0,0,1,0,1,0,0,2
,頭城家商,58,1,4,0,0,1,2,7,57,5,12,0,0,147
,羅東高工,36,1,1,1,0,0,0,11,60,3,11,0,2,126
,羅東高中,0,1,2,0,3,0,1,3,3,1,8,0,0,22
,羅東高商,2,1,2,1,5,1,0,3,38,1,5,0,1,60
,蘇澳海事,9,0,1,0,1,1,3,5,44,0,10,0,0,74
,蘭陽女中,0,0,0,0,2,0,2,0,1,0,1,0,0,6
,總計,106,8,15,2,15,4,11,39,221,13,59,0,4,497
