
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中道高中,0,1,2,0,0,0,0,0,1,0,0,0,0,4
,宜蘭大學附設高職進修學校,0,0,0,0,1,0,5,2,0,0,0,0,0,8
,宜蘭高中,0,2,0,0,3,0,0,1,2,0,8,0,0,16
,宜蘭高商,0,1,2,0,4,0,5,9,7,3,2,0,0,33
,南澳高中,1,0,2,0,0,0,1,1,3,0,0,0,0,8
,慧燈高中,0,0,0,0,0,0,0,0,1,0,1,0,0,2
,頭城家商,60,1,4,0,3,0,3,8,45,6,9,0,0,139
,羅東高工,40,1,3,0,0,0,2,9,52,4,13,0,2,126
,羅東高中,0,1,1,0,3,0,0,4,2,1,10,0,0,22
,羅東高商,4,2,4,0,4,0,1,4,33,1,3,0,0,56
,蘇澳海事,8,1,0,1,0,0,3,5,40,0,9,0,1,68
,蘭陽女中,0,0,0,0,2,0,1,0,1,0,1,0,0,5
,總計,113,10,18,1,20,0,21,43,187,15,56,0,3,487
