
,教育階段：高中職,製表日期：2018/10/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,宜蘭高中,0,0,1,0,0,0,1,2,2,0,10,0,0,16
,宜蘭高商,1,0,3,0,3,3,2,5,15,1,8,0,0,41
,南澳高中,1,0,0,0,0,0,0,0,3,0,0,0,0,4
,慈心華德福實驗高中,0,0,1,0,0,0,0,1,0,0,1,0,0,3
,慧燈高中,0,0,0,0,0,0,0,0,0,0,2,0,0,2
,頭城家商,46,0,2,0,1,3,0,2,31,1,7,0,0,93
,羅東高工,36,1,0,1,0,1,0,8,41,1,14,0,0,103
,羅東高中,0,0,2,0,3,1,2,1,2,0,5,0,0,16
,羅東高商,1,0,0,0,3,3,0,6,36,0,3,0,0,52
,蘇澳海事,2,0,0,1,2,2,0,3,35,0,3,0,0,48
,蘭陽女中,0,2,0,0,2,0,0,2,1,0,0,0,0,7
,總計,87,3,9,2,14,13,5,30,166,3,53,0,0,385
