
,教育階段：高中職,製表日期：2019/05/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,宜蘭高中,0,0,1,0,0,0,2,2,2,0,10,0,0,17
,宜蘭高商,2,0,3,0,3,3,2,5,15,1,8,0,0,42
,南澳高中,0,0,0,0,0,0,0,0,3,0,0,0,0,3
,慈心華德福實驗高中,0,0,1,0,0,0,0,1,0,0,1,0,0,3
,慧燈高中,0,0,0,0,0,0,0,0,0,0,2,0,0,2
,頭城家商,44,0,2,0,1,3,0,2,33,1,7,0,0,93
,羅東高工,35,1,0,1,0,1,0,6,39,1,14,0,0,98
,羅東高中,0,0,2,0,3,1,2,1,2,0,4,0,0,15
,羅東高商,1,0,0,0,3,3,0,6,37,0,3,0,0,53
,蘇澳海事,2,0,0,1,2,2,0,2,32,0,3,0,0,44
,蘭陽女中,0,2,0,0,2,0,0,2,1,0,0,0,0,7
,總計,84,3,9,2,14,13,6,27,164,3,52,0,0,377
