
,教育階段：高中職,製表日期：2018/3/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,74,0,0,0,0,0,0,0,31,2,0,0,0,107
,二林高中,0,1,0,0,0,0,0,0,1,0,0,0,0,2
,大慶商工,14,0,0,1,1,1,0,9,40,0,0,0,0,66
,文興高中,0,0,0,0,1,0,0,2,0,0,0,0,0,3
,北斗家商,42,0,5,0,1,1,2,5,25,1,1,0,0,83
,正德高中,0,0,0,0,0,0,0,1,0,1,0,0,0,2
,永靖高工,0,0,1,1,0,0,0,7,22,0,1,0,0,32
,田中高中(高中部),0,0,0,0,0,0,1,0,0,0,0,0,0,1
,成功高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,秀水高工,71,0,2,2,1,1,0,6,33,0,4,0,0,120
,和美高中,0,0,1,0,0,1,0,0,0,0,1,0,0,3
,員林家商,36,1,2,1,4,0,4,7,13,0,0,0,0,68
,員林高中,0,0,0,0,0,1,0,4,0,0,2,0,0,7
,員林高中分校,11,0,0,0,1,0,0,5,6,0,0,0,0,23
,員林崇實高工,1,0,1,1,0,0,1,7,19,0,1,0,0,31
,員林農工,36,1,2,1,0,0,0,3,41,1,4,0,0,89
,鹿港高中,2,0,1,0,0,0,0,4,16,0,1,0,0,24
,溪湖高中,1,0,2,1,3,0,0,4,2,0,1,0,0,14
,達德商工,26,1,4,3,1,0,0,11,72,0,1,0,0,119
,彰化女中,0,1,2,0,1,0,1,0,0,0,0,0,0,5
,彰化師大附屬高工,1,0,3,0,0,0,1,12,21,0,3,0,0,41
,彰化高中,0,2,1,0,3,0,0,0,2,0,2,0,0,10
,彰化高商,39,1,1,0,1,1,1,4,10,0,5,0,0,63
,彰化藝術高中,0,1,1,0,0,0,0,1,3,0,2,0,0,8
,精誠高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,總計,354,9,29,11,19,6,11,93,357,5,29,0,0,923
