
,教育階段：高中職,製表日期：2018/10/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,73,1,0,0,0,0,0,1,35,1,0,0,0,111
,二林高中,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,大慶商工,12,0,1,1,1,1,0,5,41,0,0,0,0,62
,文興高中,1,0,0,0,0,0,0,0,0,0,1,0,0,2
,北斗家商,38,0,4,0,3,1,2,4,31,0,1,0,0,84
,永靖高工,0,0,1,1,0,0,0,6,24,0,1,0,0,33
,田中高中(高中部),0,0,0,0,0,0,0,0,1,1,0,0,0,2
,田中高中進修部,8,1,0,0,0,0,0,2,2,0,0,0,1,14
,成功高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,秀水高工,70,0,2,1,0,1,0,11,38,1,5,0,0,129
,和美高中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,員林家商,35,1,1,1,3,0,1,4,16,3,2,0,0,67
,員林高中,0,1,1,0,2,0,1,3,0,0,2,0,0,10
,員林崇實高工,0,0,1,0,0,0,0,6,21,0,1,0,0,29
,員林農工,30,2,1,0,0,0,1,6,45,2,3,0,0,90
,鹿港高中,3,0,2,0,0,1,0,4,18,1,1,0,0,30
,溪湖高中,1,0,2,1,2,1,0,2,0,0,1,0,0,10
,達德商工,29,0,4,1,1,0,2,9,62,0,0,0,0,108
,彰化女中,0,1,3,0,1,0,0,0,0,0,1,0,0,6
,彰化師大附屬高工,0,0,3,0,0,0,0,15,24,0,4,0,0,46
,彰化高中,0,2,1,0,3,0,0,1,1,0,4,0,0,12
,彰化高商,39,3,1,1,1,1,0,5,16,0,6,0,0,73
,彰化藝術高中,0,1,0,0,1,0,0,1,1,0,3,0,0,7
,精誠高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,總計,339,14,29,7,19,6,7,86,376,9,36,0,1,929
