
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,85,0,1,0,3,0,0,2,20,5,3,0,0,119
,二林高中,0,1,0,0,0,0,0,0,1,0,2,0,0,4
,大慶商工,43,0,0,1,7,0,3,6,54,2,0,0,4,120
,文興高中,1,0,0,0,1,0,0,1,2,0,0,0,3,8
,北斗家商,41,1,2,1,4,1,1,2,18,5,0,0,0,76
,正德高中,0,1,0,0,1,0,0,0,0,1,0,0,1,4
,永靖高工,0,0,4,1,1,0,1,2,20,0,0,0,0,29
,秀水高工,82,0,2,1,4,0,0,6,39,3,3,0,1,141
,員林家商,46,5,0,0,1,0,3,4,26,2,1,0,0,88
,員林高中,0,2,2,0,1,0,4,1,0,0,0,0,0,10
,員林高中分校,2,0,0,0,0,0,0,0,2,0,0,0,0,4
,員林農工,43,0,0,0,0,0,2,6,30,2,3,0,0,86
,崇實高工,1,0,2,0,3,0,0,7,18,0,0,0,0,31
,鹿港高中,0,0,2,0,7,0,2,5,16,0,3,0,0,35
,溪湖高中,0,1,8,1,2,0,3,3,4,1,0,0,0,23
,達德商工,53,1,4,4,8,0,0,9,72,2,0,0,1,154
,彰化女中,0,1,1,0,4,0,1,0,0,0,0,0,1,8
,彰化師大附屬高工,0,0,4,1,2,0,2,5,24,0,0,0,0,38
,彰化高中,0,1,3,0,3,0,0,1,0,1,2,0,0,11
,彰化高商,43,4,3,1,6,0,1,8,10,3,3,0,1,83
,彰化藝術高中,0,1,1,0,1,0,0,4,0,0,0,0,0,7
,總計,440,19,39,11,59,1,23,72,356,27,20,0,12,1079
