
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,86,0,1,0,3,0,0,2,22,4,3,0,0,121
,二林高中,0,1,0,0,0,0,0,0,1,0,2,0,0,4
,大慶商工,44,0,0,1,7,0,4,7,54,2,1,0,4,124
,文興高中,1,0,0,0,1,0,1,1,2,0,0,0,2,8
,北斗家商,43,1,2,0,3,0,2,1,19,5,0,0,0,76
,正德高中,0,1,0,0,1,0,0,0,0,1,0,0,1,4
,永靖高工,0,0,4,1,1,0,1,3,20,0,0,0,0,30
,成功高中,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,秀水高工,80,0,2,1,4,0,2,6,39,5,3,0,1,143
,員林家商,46,5,1,0,1,0,3,4,25,1,1,0,2,89
,員林高中,0,2,2,0,1,0,4,1,0,0,0,0,0,10
,員林高中分校,4,0,0,0,0,0,0,1,2,0,0,0,0,7
,員林農工,42,0,0,0,0,0,2,6,31,2,3,0,1,87
,崇實高工,1,0,2,0,3,0,1,7,18,0,0,0,0,32
,鹿港高中,0,0,2,0,7,0,3,4,17,0,3,0,0,36
,溪湖高中,0,1,8,1,2,0,5,3,4,1,0,0,0,25
,達德商工,50,1,4,5,8,0,1,9,78,2,0,0,3,161
,彰化女中,0,1,1,0,4,0,2,0,0,0,0,0,2,10
,彰化師大附屬高工,0,0,3,1,2,0,2,5,26,0,0,0,0,39
,彰化高中,0,1,3,0,3,0,2,1,1,1,2,0,0,14
,彰化高商,43,4,3,1,6,0,4,8,11,3,3,0,2,88
,彰化藝術高中,0,1,1,0,1,0,0,2,0,0,0,0,0,5
,總計,440,19,39,11,58,0,39,71,372,27,21,0,18,1115
