
,教育階段：高中職,製表日期：2019/03/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,71,1,0,0,0,0,0,1,31,2,0,0,0,106
,二林高中,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,大慶商工,8,0,1,0,1,1,0,5,35,0,0,0,0,51
,文興高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,北斗家商,39,0,4,0,3,1,2,3,31,0,1,0,0,84
,永靖高工,0,0,1,0,0,0,0,6,24,0,1,0,0,32
,田中高中(高中部),0,0,0,0,0,0,0,0,1,1,0,0,0,2
,田中高中進修部,10,1,0,0,0,0,0,0,0,0,0,0,1,12
,成功高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,秀水高工,71,0,2,1,0,1,0,10,38,1,5,0,0,129
,和美高中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,員林家商,36,1,1,1,3,0,1,4,15,3,2,0,0,67
,員林高中,0,1,1,0,2,0,1,3,0,0,2,0,0,10
,員林崇實高工,0,0,1,1,0,0,0,6,19,0,1,0,0,28
,員林農工,30,2,1,0,0,0,1,4,45,1,4,0,0,88
,鹿港高中,3,0,2,0,0,1,0,3,18,1,1,0,0,29
,溪湖高中,1,0,2,1,2,1,0,2,0,0,3,0,0,12
,達德商工,31,0,4,1,1,0,1,8,62,0,0,0,0,108
,彰化女中,0,1,3,0,1,0,0,0,0,0,1,0,0,6
,彰化師大附屬高工,0,0,3,0,0,0,0,14,24,0,4,0,0,45
,彰化高中,0,2,1,0,3,0,0,1,1,0,3,0,0,11
,彰化高商,39,3,1,1,1,1,1,4,16,0,6,0,0,73
,彰化藝術高中,0,1,0,0,1,0,0,1,1,0,2,0,0,6
,精誠高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,總計,339,14,29,6,19,6,7,76,361,9,37,0,1,904
