
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,79,0,1,0,3,0,1,0,20,5,3,0,0,112
,大慶商工,41,0,2,2,6,0,4,6,53,2,0,0,6,122
,文興高中,1,0,0,0,1,0,1,0,1,0,0,0,2,6
,北斗家商,45,0,2,0,3,0,1,1,21,2,0,0,0,75
,正德高中,1,1,1,0,5,0,0,1,1,0,0,0,1,11
,永靖高工,1,0,4,1,2,0,3,3,23,0,0,0,0,37
,成功高中,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,秀水高工,77,1,1,0,3,0,2,8,29,4,3,0,1,129
,員林家商,41,4,1,0,0,0,3,3,26,1,1,0,1,81
,員林高中,0,2,3,0,1,0,2,1,0,0,0,0,0,9
,員林高中分校,4,0,0,0,0,0,0,1,2,0,0,0,0,7
,員林農工,40,2,1,1,2,0,3,5,31,4,2,0,2,93
,崇實高工,1,0,2,0,3,0,0,7,21,0,0,0,0,34
,鹿港高中,0,2,2,1,5,0,3,4,16,0,1,0,0,34
,溪湖高中,0,1,9,0,0,0,5,2,4,0,0,0,0,21
,達德商工,41,0,4,1,8,0,5,6,63,4,0,0,3,135
,彰化女中,0,4,3,0,4,0,3,0,0,0,0,0,3,17
,彰化師大附屬高工,0,0,4,0,1,0,1,5,22,0,0,0,0,33
,彰化高中,0,0,3,0,4,0,5,1,0,1,1,0,0,15
,彰化高商,43,3,4,1,5,0,6,4,14,2,4,0,2,88
,彰化藝術高中,0,1,1,0,1,0,1,0,1,0,0,0,0,5
,總計,415,21,48,7,57,0,49,58,350,25,15,0,21,1066
