
,教育階段：高中職,製表日期：2018/5/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,74,0,0,0,0,0,0,0,31,2,0,0,0,107
,二林高中,0,1,0,0,0,0,0,0,1,0,0,0,0,2
,大慶商工,10,0,0,1,1,1,0,9,39,0,0,0,0,61
,文興高中,0,0,0,0,1,0,0,1,0,0,0,0,0,2
,北斗家商,42,0,5,0,1,1,2,5,25,1,1,0,0,83
,正德高中,0,0,0,0,0,0,0,1,0,1,0,0,0,2
,永靖高工,0,0,1,1,0,0,0,7,21,0,1,0,0,31
,田中高中(高中部),8,0,0,0,0,0,1,3,1,0,0,0,0,13
,成功高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,秀水高工,71,0,2,2,1,1,0,6,33,0,4,0,0,120
,和美高中,0,0,1,0,0,1,0,0,0,0,1,0,0,3
,員林家商,38,1,2,1,3,0,3,8,10,1,0,0,0,67
,員林高中,0,0,0,0,0,1,0,4,0,0,2,0,0,7
,員林崇實高工,1,0,1,1,0,0,1,6,19,0,1,0,0,30
,員林農工,36,1,2,1,0,0,0,3,38,1,4,0,0,86
,鹿港高中,2,0,1,0,0,0,0,4,16,0,1,0,0,24
,溪湖高中,1,0,2,1,3,0,0,4,2,0,1,0,0,14
,達德商工,25,1,4,3,1,0,0,11,70,0,1,0,0,116
,彰化女中,0,1,2,0,1,0,1,0,0,0,0,0,0,5
,彰化師大附屬高工,1,0,3,0,0,0,1,12,21,0,3,0,0,41
,彰化高中,0,2,1,0,3,0,0,0,2,0,2,0,0,10
,彰化高商,39,1,1,0,1,1,1,4,10,0,5,0,0,63
,彰化藝術高中,0,1,1,0,0,0,0,1,2,0,2,0,0,7
,精誠高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,總計,348,9,29,11,17,6,10,90,341,6,29,0,0,896
