
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二信高中,2,0,1,0,2,0,2,2,0,0,1,0,0,10
,八斗高中,4,0,0,0,2,0,1,0,0,1,0,0,0,8
,中山高中,0,0,0,0,2,1,2,1,0,0,1,0,0,7
,光隆家商,7,1,0,3,3,0,1,0,4,1,4,0,0,24
,安樂高中,0,0,0,0,0,0,0,2,0,0,1,0,0,3
,基隆女中,1,0,0,0,1,0,1,4,1,1,1,0,0,10
,基隆海事,48,1,0,0,1,1,1,8,11,5,8,0,0,84
,基隆高中,0,0,0,0,1,0,0,4,1,0,1,0,0,7
,基隆商工,37,2,1,0,7,0,7,16,6,6,5,0,1,88
,培德工家,4,1,0,0,0,0,0,4,7,0,0,0,0,16
,暖暖高中,1,0,0,0,1,0,1,1,0,0,1,0,0,5
,聖心高中,6,0,1,0,0,1,1,7,3,0,1,0,0,20
,總計,110,5,3,3,20,3,17,49,33,14,24,0,1,282
