
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二信高中,1,0,2,0,2,0,3,3,3,0,6,0,0,20
,八斗高中,1,0,0,0,1,0,0,0,3,1,0,0,0,6
,中山高中,0,0,0,0,1,0,0,2,1,0,1,0,0,5
,光隆家商,6,1,2,1,3,0,2,1,6,0,6,0,1,29
,安樂高中,0,0,0,0,0,0,1,1,1,0,0,0,0,3
,基隆女中,1,0,0,0,1,0,1,1,1,0,0,0,0,5
,基隆海事,37,1,2,0,1,0,6,5,12,1,10,0,0,75
,基隆高中,0,0,0,0,0,0,0,2,0,0,0,0,0,2
,基隆商工,32,3,2,0,3,2,3,12,12,2,8,0,1,80
,培德工家,6,0,0,0,0,0,0,7,2,0,1,0,0,16
,暖暖高中,0,0,0,0,0,0,0,1,0,0,1,0,0,2
,聖心高中,9,0,1,0,0,1,0,3,10,0,5,0,0,29
,總計,93,5,9,1,12,3,16,38,51,4,38,0,2,272
