
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二信高中,2,0,1,0,2,0,2,1,0,0,0,0,0,8
,八斗高中,4,0,0,0,2,0,1,0,0,1,0,0,0,8
,中山高中,0,0,0,0,2,1,2,1,0,0,1,0,0,7
,光隆家商,6,1,0,3,3,0,1,0,4,1,4,0,0,23
,安樂高中,0,0,0,0,0,0,0,2,0,0,1,0,0,3
,基隆女中,0,0,0,0,2,0,1,4,1,0,0,0,0,8
,基隆海事,48,1,0,0,1,1,1,9,13,5,8,0,0,87
,基隆高中,0,0,0,0,1,0,0,4,1,0,1,0,0,7
,基隆商工,36,2,1,0,6,0,6,14,6,6,5,0,1,83
,培德工家,4,1,0,0,0,0,0,4,7,0,0,0,0,16
,暖暖高中,1,0,0,0,1,0,1,1,0,0,1,0,0,5
,聖心高中,6,0,1,0,0,1,1,7,4,0,1,0,0,21
,總計,107,5,3,3,20,3,16,47,36,13,22,0,1,276
