
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大成高中,18,1,1,1,1,1,1,10,0,0,0,0,34
,大湖農工,36,0,0,1,0,0,2,24,1,1,0,0,65
,中興商工,23,1,2,0,0,2,1,60,0,0,0,2,91
,全人實中,0,0,0,0,0,0,0,1,0,0,0,0,1
,竹南高中,0,0,1,0,3,5,0,1,0,1,0,0,11
,君毅高中,46,0,0,0,1,2,1,20,4,1,0,0,75
,育民工家,11,0,0,1,1,0,0,33,1,0,0,0,47
,卓蘭實驗高中,0,1,0,0,2,2,0,9,0,0,0,0,14
,建台高中,1,0,1,0,2,1,1,4,1,1,0,0,12
,苗栗高中,0,2,1,0,3,0,0,2,0,1,0,1,10
,苗栗高商,2,1,0,0,0,1,0,4,0,2,0,1,11
,苗栗農工,41,1,2,0,0,0,1,39,2,2,0,2,90
,苑裡高中,0,0,0,0,4,1,1,0,1,0,0,0,7
,賢德工商,3,0,0,0,0,2,0,2,0,0,0,1,8
,縣立苑裡高中,1,0,0,0,1,0,0,2,0,0,0,0,4
,興華高中,0,0,0,0,3,1,0,2,0,0,0,0,6
,龍德家商,50,0,0,0,1,0,2,28,2,0,0,0,83
,總計,232,7,8,3,22,18,10,241,12,9,0,7,569
