
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三義高中,2,0,1,0,0,0,0,0,15,0,0,0,0,18
,大同高中,0,0,0,0,2,0,0,0,0,0,0,0,0,2
,大成高中,30,0,1,0,0,0,1,2,32,3,4,0,0,73
,大湖農工,32,0,1,0,0,0,2,1,45,2,1,0,0,84
,中興商工,16,1,0,0,5,0,0,1,92,0,0,0,0,115
,竹南高中,0,0,0,0,1,1,1,1,4,1,7,0,0,16
,君毅高中,51,0,3,0,1,0,6,3,52,0,5,0,0,121
,育民工家,15,0,0,1,0,0,0,0,37,1,2,0,0,56
,卓蘭實驗高中,3,1,0,0,1,0,1,0,18,0,0,0,0,24
,建台高中,2,0,1,0,5,0,0,0,0,0,0,0,0,8
,苗栗高中,0,1,0,1,1,1,0,2,5,0,2,0,0,13
,苗栗高商,0,0,2,0,4,0,2,1,17,0,5,0,0,31
,苗栗農工,40,0,6,1,2,0,2,1,87,1,4,0,0,144
,苑裡高中,0,2,3,0,3,0,0,1,0,1,0,0,0,10
,苑裡高中,0,0,0,0,0,0,0,0,5,0,1,0,0,6
,賢德工商,3,0,0,0,0,0,2,0,8,0,0,0,0,13
,興華高中,0,1,0,0,1,0,1,0,5,0,0,0,0,8
,龍德家商,30,0,0,0,0,0,0,0,18,1,2,0,0,51
,總計,224,6,18,3,26,2,18,13,440,10,33,0,0,793
