
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三義高中,2,0,1,0,0,0,0,0,15,0,0,0,0,18
,大同高中,0,0,0,0,2,0,0,0,0,0,0,0,0,2
,大成高中,29,0,1,0,0,0,1,2,31,2,4,0,0,70
,大湖農工,31,0,1,0,0,0,2,1,41,2,1,0,0,79
,中興商工,14,1,0,0,5,0,0,1,81,0,0,0,0,102
,竹南高中,1,0,0,0,1,1,1,2,3,1,7,0,0,17
,君毅高中,51,0,3,0,1,0,6,3,50,0,5,0,0,119
,育民工家,14,0,0,1,0,0,0,0,35,1,2,0,0,53
,卓蘭實驗高中,3,1,0,0,1,0,1,0,19,0,0,0,0,25
,建台高中,2,0,1,0,5,0,0,0,0,0,0,0,0,8
,苗栗高中,0,1,0,1,2,1,0,2,4,0,2,0,0,13
,苗栗高商,0,0,2,0,4,0,0,1,15,0,5,0,0,27
,苗栗農工,37,0,6,1,2,0,2,1,86,1,3,0,0,139
,苑裡高中,0,2,3,0,3,0,0,1,0,1,0,0,0,10
,苑裡高中,0,0,0,0,0,0,0,0,5,0,1,0,0,6
,賢德工商,3,0,0,0,0,0,2,0,8,0,0,0,0,13
,興華高中,0,1,0,0,1,0,1,0,5,0,0,0,0,8
,龍德家商,28,0,0,0,0,0,0,0,17,1,1,0,0,47
,總計,215,6,18,3,27,2,16,14,415,9,31,0,0,756
