
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大成高中,13,1,1,1,2,1,0,13,0,0,0,1,33
,大湖農工,41,0,1,1,1,0,1,23,1,0,0,0,69
,中興商工,11,3,2,0,0,2,0,42,0,0,0,1,61
,竹南高中,0,2,0,0,1,1,0,1,0,0,0,0,5
,君毅高中,45,0,1,0,1,1,0,15,3,1,0,0,67
,育民工家,19,0,0,2,1,1,0,30,1,1,0,1,56
,卓蘭實驗高中,0,2,0,1,3,3,0,4,0,0,0,0,13
,建台高中,1,0,1,0,1,4,1,1,1,1,0,1,12
,苗栗高中,0,2,1,0,3,1,0,1,0,0,0,1,9
,苗栗高商,0,1,1,0,0,1,0,4,0,2,0,2,11
,苗栗農工,40,0,4,0,1,1,2,32,2,1,0,1,84
,苑裡高中,0,0,1,0,2,1,2,0,1,0,0,0,7
,賢德工商,8,0,0,0,0,3,0,3,0,0,0,1,15
,縣立苑裡高中,1,0,0,0,1,0,0,1,0,0,0,0,3
,興華高中,0,0,0,0,1,0,0,2,0,0,0,0,3
,龍德家商,49,0,2,1,1,1,2,23,3,0,0,0,82
,總計,228,11,15,6,19,21,8,195,12,6,0,9,530
