
,教育階段：高中職,製表日期：2019/05/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三義高中,1,0,1,0,0,0,1,0,10,0,4,0,0,17
,大同高中,0,1,0,0,0,1,0,0,0,0,0,0,0,2
,大成高中,26,0,1,0,1,1,0,1,17,1,3,0,0,51
,大湖農工,36,0,3,0,0,0,0,2,42,0,2,0,0,85
,中興商工,17,0,1,0,1,0,2,2,60,1,2,0,0,86
,全人實中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,竹南高中,0,0,0,0,2,1,0,2,4,1,9,0,0,19
,君毅高中,22,0,2,0,1,2,0,1,51,1,7,0,0,87
,育民工家,12,0,0,0,1,0,0,1,17,0,1,0,0,32
,卓蘭高中,0,0,0,0,0,0,0,0,17,0,1,0,0,18
,建台高中,1,0,2,0,0,0,0,0,6,0,1,0,0,10
,苗栗高中,1,0,2,0,1,1,1,0,0,0,2,0,0,8
,苗栗高商,1,0,0,1,1,0,1,0,18,0,4,0,0,26
,苗栗農工,32,1,1,0,2,0,0,4,78,0,8,0,0,126
,苑裡高中,0,0,1,0,0,0,0,2,1,0,0,0,0,4
,苑裡高中,0,0,0,0,1,0,0,0,8,0,0,0,0,9
,賢德工商,1,0,0,0,0,0,0,0,4,0,0,0,0,5
,興華高中,0,0,0,0,0,2,0,0,2,0,0,0,0,4
,龍德家商,35,0,1,0,0,0,0,0,16,2,2,0,0,56
,總計,185,2,15,1,11,8,5,15,351,6,47,0,0,646
