
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大成高中,18,1,1,1,1,1,1,11,0,0,0,0,35
,大湖農工,38,0,0,1,0,0,2,25,1,1,0,0,68
,中興商工,23,2,2,0,0,1,1,63,0,0,0,2,94
,全人實中,0,0,0,0,0,0,0,1,0,0,0,0,1
,竹南高中,0,0,1,0,3,5,0,1,0,1,0,0,11
,君毅高中,47,0,0,0,1,2,1,20,4,1,0,0,76
,育民工家,11,0,0,1,1,0,0,33,1,0,0,0,47
,卓蘭實驗高中,0,1,0,0,2,2,0,9,0,0,0,0,14
,建台高中,1,0,1,0,2,1,1,4,1,1,0,0,12
,苗栗高中,0,2,1,0,3,0,0,2,0,1,0,1,10
,苗栗高商,2,1,0,0,0,1,0,6,0,1,0,1,12
,苗栗農工,43,1,2,0,0,0,1,39,2,2,0,2,92
,苑裡高中,0,0,0,0,4,1,2,0,1,0,0,0,8
,賢德工商,3,0,0,0,0,2,0,2,0,0,0,1,8
,縣立苑裡高中,1,0,0,0,1,0,0,2,0,0,0,0,4
,興華高中,0,0,0,0,3,0,0,2,0,0,0,0,5
,龍德家商,66,0,0,0,1,2,3,31,3,0,0,0,106
,總計,253,8,8,3,22,18,12,251,13,8,0,7,603
