
,教育階段：高中職,製表日期：2018/3/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三義高中,0,0,2,0,0,0,0,1,13,0,2,0,0,18
,大同高中,0,0,0,0,0,1,0,0,0,0,0,0,0,1
,大成高中,31,0,0,0,1,0,0,0,25,1,2,0,0,60
,大湖農工,27,0,2,0,0,0,1,2,40,1,1,0,0,74
,中興商工,15,1,1,0,3,0,2,3,68,1,1,0,0,95
,竹南高中,1,0,0,0,3,0,1,2,3,0,6,0,0,16
,君毅高中,34,0,3,0,0,1,0,2,47,1,8,0,0,96
,育民工家,14,0,0,0,1,0,0,1,29,0,1,0,0,46
,卓蘭高中,0,0,0,0,0,0,0,0,23,0,0,0,0,23
,建台高中,2,0,0,0,2,0,0,0,4,0,1,0,0,9
,苗栗高中,1,0,1,0,1,1,1,1,3,0,2,0,0,11
,苗栗高商,1,0,1,1,2,0,1,1,21,0,3,0,0,31
,苗栗農工,36,0,3,0,4,0,0,1,76,0,7,0,0,127
,苑裡高中,0,2,2,0,1,0,0,1,1,1,0,0,0,8
,苑裡高中,0,0,0,0,1,0,0,0,9,0,0,0,0,10
,賢德工商,4,0,0,0,0,0,2,0,12,0,0,0,0,18
,興華高中,0,0,0,0,0,1,0,0,1,0,0,0,0,2
,龍德家商,38,0,1,0,0,0,0,0,24,1,2,0,0,66
,總計,204,3,16,1,19,4,8,15,399,6,36,0,0,711
