
,教育階段：高中職,製表日期：2018/3/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,土城高中,0,0,0,0,0,0,0,1,1,0,0,0,0,2
,大灣高中,0,1,0,0,1,0,1,1,2,1,3,0,0,10
,中信國際實驗教育機構,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,六信高中,8,1,0,1,0,0,0,3,13,0,1,0,1,28
,北門高中,0,1,1,0,1,1,0,0,1,0,3,0,0,8
,北門農工,45,0,1,0,1,0,2,3,53,3,2,0,2,112
,永仁高中,0,0,0,0,0,1,2,0,0,1,0,0,0,4
,玉井工商,7,1,1,0,0,1,3,0,14,1,1,0,0,29
,白河商工,39,0,0,0,0,0,1,1,1,2,3,0,1,48
,光華高中,4,0,1,0,3,0,1,1,13,0,4,0,0,27
,成大附工,0,0,0,0,0,0,0,1,4,0,0,0,0,5
,育德工家,15,1,0,0,0,0,1,1,28,0,1,0,0,47
,亞洲餐旅,5,1,2,0,0,0,1,1,28,0,1,0,0,39
,長榮女中,10,0,1,0,1,0,1,1,29,0,2,0,0,45
,長榮高中,3,1,0,0,2,0,3,5,21,1,1,0,1,38
,南光高中,0,0,1,0,0,0,0,0,0,0,3,0,0,4
,南科國際實驗高中,0,1,1,0,1,0,1,1,1,0,3,0,0,9
,南英商工,7,1,1,0,3,1,5,1,62,0,7,0,0,88
,南寧高中,0,1,1,0,0,0,0,0,0,0,0,0,0,2
,後壁高中,1,0,1,0,0,0,0,0,6,0,1,0,1,10
,家齊高中,1,0,5,0,2,0,1,1,20,1,2,0,0,33
,崑山高中,37,0,0,0,2,1,1,0,4,3,7,0,1,56
,曾文家商,1,1,1,0,1,0,1,0,14,0,1,0,0,20
,曾文農工,46,1,1,0,0,0,1,0,52,1,3,0,2,107
,港明高中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,善化高中,1,0,1,0,0,0,0,0,1,0,1,0,0,4
,陽明工商,8,1,0,0,0,0,0,0,20,0,2,0,1,32
,慈幼工商,15,1,2,0,2,2,0,2,62,1,5,0,3,95
,慈濟高中,0,0,0,0,0,0,1,0,0,0,4,0,0,5
,新化高工,33,0,1,0,0,0,1,5,29,2,5,0,1,77
,新化高中,1,0,0,0,0,0,1,0,0,0,0,0,0,2
,新榮高中,45,0,0,0,0,0,1,0,12,2,0,0,0,60
,新營高工,1,2,0,1,0,0,2,0,38,0,4,0,1,49
,新營高中,0,0,1,0,0,1,0,1,1,0,2,0,0,6
,新豐高中,0,1,2,0,0,0,1,2,9,0,3,0,0,18
,聖功女中,0,0,0,0,0,0,1,1,0,0,0,0,0,2
,臺南一中,0,3,1,0,2,0,1,2,3,1,11,0,1,25
,臺南二中,0,1,5,0,0,2,3,1,4,1,8,0,0,25
,臺南大學附中,3,3,0,1,2,3,2,1,21,0,3,0,0,39
,臺南女中,0,1,2,0,7,0,4,1,0,0,0,0,0,15
,臺南海事,7,0,4,1,1,0,3,2,34,1,0,0,0,53
,臺南高工,66,1,4,1,2,0,4,6,70,2,31,0,0,187
,臺南高商,34,3,4,0,4,2,1,3,26,3,7,0,1,88
,鳳和高中,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,德光中學,0,0,0,0,1,0,0,1,0,0,0,0,0,2
,黎明高中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,興國高中,0,1,0,0,1,0,0,0,0,0,2,0,0,4
,瀛海高中,0,0,0,0,2,0,0,1,0,0,0,0,0,3
,總計,444,30,48,5,42,15,52,51,697,27,138,0,17,1566
