
,教育階段：高中職,製表日期：2019/03/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,土城高中,1,0,0,0,0,0,0,1,2,1,0,0,0,5
,大灣高中,0,1,0,0,1,0,1,1,1,0,6,0,0,11
,六信高中,4,0,1,2,0,0,0,3,14,0,1,0,0,25
,北門高中,0,1,1,0,0,1,0,0,1,0,1,0,0,5
,北門農工,41,0,1,0,2,0,1,3,41,2,4,0,1,96
,永仁高中,0,0,0,0,1,0,1,0,0,1,0,0,0,3
,玉井工商,5,0,0,0,0,1,3,0,17,1,1,0,0,28
,白河商工,41,0,0,0,0,1,0,1,3,1,2,0,0,49
,光華高中,1,0,1,0,3,0,0,3,15,0,4,0,0,27
,成大附工,0,0,0,0,0,0,0,1,5,1,1,0,0,8
,育德工家,14,0,0,1,0,0,1,0,18,0,0,0,0,34
,亞洲餐旅,9,1,2,0,0,0,1,0,35,1,0,0,0,49
,明達高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,長榮女中,7,0,1,1,0,0,1,3,32,0,3,0,0,48
,長榮高中,3,1,1,0,3,0,3,4,14,1,3,0,1,34
,南光高中,0,0,0,0,0,0,1,0,0,0,3,0,0,4
,南科國際實驗高中,0,1,1,0,1,1,1,0,2,0,2,0,0,9
,南英商工,9,1,1,0,1,0,2,2,58,0,7,0,0,81
,南寧高中,0,1,0,0,1,0,0,0,0,0,0,0,0,2
,後壁高中,0,0,1,0,0,0,0,1,5,0,2,0,0,9
,家齊高中,1,0,3,0,1,0,2,1,28,1,2,0,0,39
,崑山高中,41,0,0,0,1,1,1,0,5,2,8,0,0,59
,曾文家商,2,1,0,0,3,0,1,1,22,0,2,0,0,32
,曾文農工,44,2,0,0,0,0,0,0,50,1,6,0,0,103
,港明高中,0,0,1,0,0,0,1,0,0,0,0,0,0,2
,善化高中,0,1,0,0,0,0,0,0,1,0,0,0,0,2
,陽明工商,10,0,0,0,0,0,0,0,14,0,2,0,1,27
,慈幼工商,13,1,1,0,1,0,4,3,60,0,6,0,0,89
,慈濟高中,0,0,0,0,0,0,0,0,1,0,6,0,0,7
,新化高工,37,0,1,0,0,0,0,6,35,1,5,0,1,86
,新榮高中,43,0,0,0,0,0,0,1,10,2,0,0,0,56
,新營高工,0,1,0,1,0,0,2,1,36,0,6,0,1,48
,新營高中,0,1,2,0,2,1,0,2,1,0,4,0,0,13
,新豐高中,3,0,1,0,1,0,1,2,8,0,2,0,0,18
,聖功女中,0,0,0,0,0,0,1,1,0,0,0,0,0,2
,臺南一中,0,4,2,0,3,0,3,1,1,0,9,0,1,24
,臺南二中,0,1,5,0,0,1,5,1,4,0,10,0,0,27
,臺南大學附中,0,3,0,1,1,3,0,1,24,0,2,0,0,35
,臺南女中,0,0,0,0,9,0,5,0,1,1,0,0,0,16
,臺南海事,5,0,3,1,1,0,3,1,32,0,3,0,0,49
,臺南高工,66,1,4,1,3,0,3,3,77,1,24,0,1,184
,臺南高商,33,2,4,0,6,0,0,4,22,3,11,0,1,86
,鳳和高中,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,德光中學,0,0,0,0,2,0,1,0,0,0,1,0,0,4
,黎明高中,0,0,1,0,1,0,0,0,0,0,0,0,0,2
,興國高中,0,0,1,0,0,0,0,0,0,0,2,0,0,3
,瀛海高中,0,0,0,0,2,0,1,1,1,0,0,0,0,5
,總計,434,25,40,8,51,10,50,53,696,21,151,0,8,1547
