
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,六信高中,4,0,1,0,1,1,1,29,1,0,0,1,39
,台南一中,0,3,4,0,6,8,1,3,3,5,0,3,36
,台南二中,0,4,3,0,4,0,4,0,0,3,0,0,18
,台南女中,0,5,5,0,7,6,0,0,1,1,0,0,25
,台南海事,2,1,3,0,1,0,1,26,0,2,0,0,36
,台南高商,43,3,6,1,7,5,2,26,1,5,0,0,99
,光華女中,1,1,2,0,1,1,0,14,0,0,0,0,20
,成大附工,0,0,0,0,1,0,2,8,0,0,0,0,11
,亞洲餐旅,3,0,1,0,0,2,3,33,0,0,0,0,42
,長榮女中,3,1,2,2,2,4,2,36,2,0,0,1,55
,長榮高中,1,0,2,1,3,5,0,8,0,0,0,0,20
,南英商工,5,0,2,1,5,7,2,53,1,1,0,0,77
,南寧高中,0,0,0,0,0,0,0,0,0,0,0,1,1
,家齊女中,0,4,4,1,1,5,0,11,0,1,0,0,27
,崑山高中,2,0,3,1,3,6,8,63,3,0,0,1,90
,慈幼工商,3,0,2,0,1,3,6,70,1,0,0,0,86
,慈濟高中,0,0,1,0,0,0,0,0,0,1,0,0,2
,聖功女中,0,0,0,0,0,1,0,0,1,0,0,0,2
,德光中學,0,0,0,0,2,3,0,1,0,0,0,0,6
,瀛海高中,0,0,1,0,0,0,0,0,0,0,0,0,1
,總計,67,22,42,7,45,57,32,381,14,19,0,7,693
