
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,72,0,1,0,2,1,0,1,22,3,4,0,1,107
,二林高中,0,0,0,0,1,0,0,0,1,0,0,0,0,2
,大慶商工,34,0,0,2,5,2,0,5,35,0,1,0,0,84
,文興高中,1,0,1,0,2,0,2,1,2,0,1,0,0,10
,北斗家商,42,2,2,0,6,1,1,4,27,5,0,0,0,90
,永靖高工,0,0,3,0,0,1,0,4,16,0,1,0,0,25
,成功高中,1,0,0,0,0,0,1,1,0,0,0,0,0,3
,秀水高工,69,0,1,1,3,1,0,7,37,4,3,0,0,126
,和美高中,0,0,0,0,1,0,0,0,0,1,0,0,1,3
,員林家商,41,3,0,0,1,0,1,5,26,2,1,0,1,81
,員林高中,0,2,2,0,1,0,2,1,0,0,0,0,0,8
,員林高中分校,2,0,0,0,0,0,0,0,1,0,0,0,0,3
,員林崇實高工,2,0,3,0,1,0,0,8,22,1,1,0,0,38
,員林農工,46,0,1,2,1,0,0,6,32,1,4,0,0,93
,鹿港高中,1,0,4,1,5,1,1,4,17,0,3,0,0,37
,溪湖高中,1,0,6,1,3,0,5,4,3,1,1,0,0,25
,達德商工,49,1,3,4,8,0,0,9,65,1,0,0,1,141
,彰化女中,0,0,2,0,2,1,3,1,0,0,0,0,1,10
,彰化師大附屬高工,3,0,3,2,2,0,2,4,17,0,0,0,0,33
,彰化高中,0,1,2,0,3,0,2,0,0,1,1,0,0,10
,彰化高商,37,2,2,0,5,0,1,6,6,3,4,0,1,67
,彰化藝術高中,0,1,1,0,2,0,0,4,1,0,0,0,0,9
,總計,401,12,37,13,54,8,21,75,330,23,25,0,6,1005
