
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,仁義高中,3,0,0,0,1,0,0,1,0,0,0,0,0,5
,立仁高中,2,0,0,0,0,0,0,1,1,0,1,0,0,5
,東吳工家,22,1,0,1,1,0,5,3,57,2,1,0,1,94
,華南高商,0,0,1,0,2,0,2,0,7,1,1,0,0,14
,嘉義女中,0,2,2,0,5,0,2,0,0,0,0,0,0,11
,嘉義家職,37,1,4,1,2,0,2,0,26,0,3,0,0,76
,嘉義高工,36,2,4,1,3,2,1,8,44,5,12,0,0,118
,嘉義高中,1,2,4,1,4,0,5,1,1,1,1,0,2,23
,嘉義高商,1,1,0,0,6,0,3,0,4,0,1,0,1,17
,輔仁高中,0,0,0,1,0,0,1,0,1,0,0,0,0,3
,興華高中,1,0,3,0,1,1,1,0,4,0,0,0,0,11
,總計,103,9,18,5,25,3,22,14,145,9,20,0,4,377
