
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高商,2,0,0,0,0,0,0,0,1,0,0,0,0,3
,仁義高中,1,0,0,0,0,0,0,0,2,0,0,0,1,4
,立仁高中,0,0,0,0,1,0,0,1,5,0,1,0,3,11
,宏仁女中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,東吳工家,28,1,1,1,9,0,3,3,44,3,0,0,0,93
,華南高商,1,1,0,0,4,0,1,0,5,0,2,0,0,14
,嘉華高中,0,0,0,0,0,0,0,0,1,0,1,0,0,2
,嘉義女中,0,0,3,0,9,0,2,0,0,0,1,0,1,16
,嘉義家職,36,3,4,1,2,0,2,1,21,3,1,0,0,74
,嘉義高工,18,1,2,0,2,0,3,2,37,2,4,0,0,71
,嘉義高中,1,4,1,0,8,0,3,1,2,3,1,0,0,24
,嘉義高商,0,0,2,1,3,0,0,1,6,0,2,0,0,15
,輔仁高中,0,0,0,1,0,0,0,0,0,0,0,0,0,1
,興華高中,0,1,1,1,0,0,2,2,3,1,1,0,0,12
,總計,87,11,14,5,39,0,16,11,127,12,14,0,5,341
