
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高商,1,0,0,0,0,0,0,1,0,0,0,0,2
,仁義高中,1,1,0,0,0,0,0,1,0,0,0,0,3
,立仁高中,1,3,0,0,1,0,0,2,0,0,0,1,8
,宏仁女中,0,1,0,0,1,0,0,0,0,0,0,0,2
,東吳工家,23,2,0,0,8,2,2,27,3,0,0,5,72
,華南高商,0,0,3,0,3,0,0,4,0,0,0,1,11
,嘉華高中,1,0,0,0,1,1,0,0,0,0,0,1,4
,嘉義女中,0,2,2,0,0,2,0,0,0,0,0,0,6
,嘉義家職,34,0,3,0,0,2,1,4,4,0,0,1,49
,嘉義高工,6,0,4,0,1,0,0,18,2,1,0,2,34
,嘉義高中,1,0,3,1,4,3,1,0,1,2,0,1,17
,嘉義高商,1,1,2,0,0,0,0,1,1,0,0,3,9
,興華高中,4,3,2,0,0,0,0,1,1,1,0,0,12
,總計,73,13,19,1,19,10,4,59,12,4,0,15,229
