
,教育階段：高中職,製表日期：2018/3/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,仁義高中,0,0,0,0,0,0,0,1,2,0,0,0,0,3
,立仁高中,1,0,0,0,0,0,0,0,1,0,1,0,0,3
,宏仁女中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,東吳工家,29,2,2,0,0,0,6,5,90,0,1,0,3,138
,華南高商,0,2,1,0,4,1,2,0,8,2,3,0,0,23
,嘉華高中,0,0,0,0,0,0,1,2,1,0,0,0,0,4
,嘉義女中,0,1,2,0,6,0,1,0,0,0,0,0,0,10
,嘉義家職,37,0,5,1,2,0,1,0,27,0,0,0,0,73
,嘉義高工,38,2,7,1,4,1,2,5,33,5,12,0,1,111
,嘉義高中,0,1,0,1,2,0,2,0,1,0,3,0,1,11
,嘉義高商,1,2,3,0,7,1,5,0,7,1,2,0,1,30
,輔仁高中,0,0,1,0,1,0,0,0,2,0,1,0,0,5
,興華高中,1,0,1,0,1,0,0,1,3,0,1,0,0,8
,總計,107,10,23,3,27,3,20,14,175,8,24,0,6,420
