
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高商,4,0,0,0,0,0,0,1,0,0,0,0,5
,仁義高中,3,1,0,0,0,1,0,12,0,0,0,0,17
,立仁高中,1,2,0,0,1,0,0,5,0,1,0,4,14
,宏仁女中,0,0,0,0,1,1,0,0,0,0,0,0,2
,東吳工家,29,2,1,1,13,2,3,32,2,0,0,2,87
,華南高商,0,1,1,0,4,3,0,6,0,2,0,1,18
,嘉華高中,0,0,0,0,0,0,0,1,0,1,0,1,3
,嘉義女中,0,1,0,0,5,0,0,0,0,1,0,1,8
,嘉義家職,40,2,3,0,0,2,1,12,4,0,0,1,65
,嘉義高工,7,0,1,0,1,4,1,33,1,2,0,0,50
,嘉義高中,1,3,1,1,5,3,1,2,3,2,0,0,22
,嘉義高商,0,0,2,0,2,0,1,5,1,2,0,0,13
,興華高中,2,1,1,1,0,1,2,0,0,1,0,0,9
,總計,87,13,10,3,32,17,9,109,11,12,0,10,313
