
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,仁義高中,2,0,0,0,0,0,0,1,4,0,0,0,0,7
,立仁高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,宏仁女中,0,0,1,0,0,0,0,0,1,0,0,0,0,2
,東吳工家,34,2,1,1,0,0,2,7,76,0,2,0,1,126
,華南高商,0,2,1,0,5,0,3,0,10,1,3,0,0,25
,嘉華高中,0,0,0,0,0,0,1,0,1,0,0,0,0,2
,嘉義女中,0,1,1,0,4,0,1,0,0,0,0,0,0,7
,嘉義家職,38,0,4,1,2,0,2,0,30,0,2,0,0,79
,嘉義高工,37,2,7,1,4,1,3,3,35,4,11,0,2,110
,嘉義高中,0,1,1,1,2,0,4,0,0,0,2,0,0,11
,嘉義高商,2,1,2,0,6,1,6,0,6,2,2,0,2,30
,輔仁高中,0,0,1,0,1,0,1,0,2,0,1,0,0,6
,興華高中,1,0,3,0,2,1,1,0,5,0,0,0,0,13
,總計,114,9,22,4,26,3,24,11,171,7,23,0,5,419
