
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高商,2,0,0,0,0,0,0,0,1,0,0,0,0,3
,仁義高中,3,0,0,0,0,0,0,0,1,0,0,0,0,4
,立仁高中,0,0,0,0,1,0,1,2,2,0,0,0,1,7
,東吳工家,26,0,1,1,6,0,4,2,35,3,1,0,0,79
,華南高商,0,0,1,0,2,0,2,0,3,0,1,0,0,9
,嘉華高中,0,0,0,0,0,0,0,0,1,0,1,0,0,2
,嘉義女中,0,0,1,0,5,0,4,0,0,0,1,0,0,11
,嘉義家職,35,2,4,1,2,0,2,0,22,0,3,0,0,71
,嘉義高工,27,1,2,1,1,1,2,3,34,3,8,0,0,83
,嘉義高中,1,2,2,1,5,0,4,1,1,3,1,0,0,21
,嘉義高商,1,0,2,0,4,1,2,1,4,1,3,0,0,19
,輔仁高中,0,0,0,1,0,0,1,0,0,0,0,0,0,2
,興華高中,0,1,3,0,1,1,1,0,3,0,1,0,0,11
,總計,95,6,16,5,27,3,23,9,107,10,20,0,1,322
