
,教育階段：高中職,製表日期：2019/03/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,仁義高中,1,1,0,0,0,0,0,1,5,0,0,0,1,9
,立仁高中,1,0,0,0,0,0,0,0,0,0,1,0,0,2
,宏仁女中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,東吳工家,30,1,3,1,1,0,5,4,110,0,3,0,1,159
,華南高商,0,1,1,0,2,1,2,1,4,1,5,0,0,18
,嘉華高中,0,0,0,0,0,0,1,2,1,0,0,0,0,4
,嘉義女中,0,1,1,0,4,0,1,0,0,0,0,0,0,7
,嘉義家職,35,0,4,1,2,0,0,1,29,1,1,0,0,74
,嘉義高工,39,2,9,0,3,2,2,8,41,2,14,0,1,123
,嘉義高中,0,1,1,1,1,0,5,0,2,0,3,0,1,15
,嘉義高商,1,0,2,0,4,0,4,0,6,0,3,0,2,22
,輔仁高中,0,0,1,0,1,0,0,0,1,0,1,0,0,4
,興華高中,0,0,1,0,1,0,0,1,2,0,1,0,0,6
,總計,107,7,24,3,19,3,20,18,201,4,32,0,6,444
