
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大同高商,2,0,0,0,0,0,0,0,1,0,0,0,0,3
,仁義高中,3,0,0,0,0,0,0,0,1,0,0,0,0,4
,立仁高中,0,0,0,0,1,0,1,2,2,0,0,0,1,7
,東吳工家,28,0,1,1,6,0,3,3,52,3,1,0,0,98
,華南高商,0,0,1,0,3,0,2,0,3,0,1,0,0,10
,嘉華高中,0,0,0,0,0,0,0,0,1,0,1,0,0,2
,嘉義女中,0,0,1,0,5,0,4,0,0,0,1,0,0,11
,嘉義家職,38,3,4,1,2,0,2,0,24,0,2,0,0,76
,嘉義高工,27,1,2,1,1,0,2,3,38,5,8,0,0,88
,嘉義高中,1,3,1,1,5,0,4,1,1,4,2,0,0,23
,嘉義高商,0,1,2,0,4,0,2,1,6,0,2,0,0,18
,輔仁高中,0,0,0,1,0,0,1,0,0,0,0,0,0,2
,興華高中,0,1,3,1,1,0,1,0,3,0,1,0,1,12
,總計,99,9,15,6,28,0,22,10,132,12,19,0,2,354
