
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,仁義高中,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,立仁高中,1,0,0,0,0,0,0,0,2,0,1,0,0,4
,宏仁女中,0,0,1,0,0,0,0,0,1,0,0,0,0,2
,東吳工家,34,2,2,0,0,0,5,5,91,0,1,0,2,142
,華南高商,0,2,1,0,4,1,2,0,8,2,3,0,0,23
,嘉華高中,0,0,0,0,0,0,2,0,1,0,0,0,0,3
,嘉義女中,0,1,2,0,6,0,1,0,0,0,0,0,0,10
,嘉義家職,37,1,5,1,2,0,1,0,29,0,0,0,0,76
,嘉義高工,39,2,7,1,4,1,2,5,33,5,12,0,1,112
,嘉義高中,0,1,0,1,2,0,3,0,1,0,4,0,1,13
,嘉義高商,0,2,3,0,7,1,5,0,7,1,2,0,2,30
,輔仁高中,0,0,1,0,1,0,0,0,2,0,1,0,0,5
,興華高中,1,0,1,0,1,0,0,1,4,0,1,0,0,9
,總計,112,11,23,3,27,3,21,11,181,8,25,0,6,431
