
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,仁義高中,2,0,0,0,0,0,0,1,3,0,0,0,0,6
,立仁高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,宏仁女中,0,0,1,0,0,0,0,0,1,0,0,0,0,2
,東吳工家,34,2,1,1,1,0,1,7,73,0,2,0,1,123
,華南高商,0,2,1,0,5,0,3,0,10,1,2,0,0,24
,嘉華高中,0,0,0,0,0,0,2,0,1,0,0,0,0,3
,嘉義女中,0,1,1,0,4,0,1,0,0,0,0,0,0,7
,嘉義家職,38,0,4,1,2,0,2,0,28,0,2,0,0,77
,嘉義高工,37,2,7,1,4,1,2,3,33,4,10,0,2,106
,嘉義高中,0,1,1,1,2,0,3,0,0,0,3,0,1,12
,嘉義高商,2,1,2,0,6,1,6,0,6,2,2,0,2,30
,輔仁高中,0,0,1,0,1,0,1,0,2,0,1,0,0,6
,興華高中,1,0,3,0,2,1,0,0,4,0,0,0,0,11
,總計,114,9,22,4,27,3,21,11,162,7,22,0,6,408
