
,教育階段：高中職,製表日期：2018/5/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,上騰工商,4,0,1,1,1,0,0,5,13,0,5,0,0,30
,四維高中,10,1,4,0,4,1,1,2,29,1,4,0,0,57
,玉里高中,19,0,1,1,0,0,1,1,6,0,2,0,0,31
,光復商工,9,0,1,0,5,0,1,0,8,1,0,0,0,25
,花蓮女中,0,1,1,0,0,0,1,0,0,0,0,0,0,3
,花蓮高工,0,0,1,1,1,0,1,7,29,0,4,0,0,44
,花蓮高中,0,0,2,2,3,0,1,1,2,0,5,0,0,16
,花蓮高商,0,0,2,0,1,1,3,0,5,0,1,0,0,13
,花蓮高農,66,1,0,0,2,0,0,4,37,2,8,0,1,121
,海星高中,1,0,0,0,0,1,2,0,9,0,3,0,0,16
,慈濟附中,0,0,0,0,1,0,1,0,0,0,0,0,0,2
,總計,109,3,13,5,18,3,12,20,138,4,32,0,1,358
