
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中華工商,11,0,0,0,0,1,1,13,0,0,0,1,27
,四維高中,10,2,0,0,4,7,4,13,2,0,0,2,44
,玉里高中,28,0,0,0,3,2,1,6,3,1,0,2,46
,光復商工,6,0,1,0,0,1,1,6,1,0,0,0,16
,花蓮女中,0,1,0,0,3,1,0,0,0,0,0,0,5
,花蓮高工,1,0,1,0,1,0,3,14,0,2,0,0,22
,花蓮高中,0,1,2,0,1,5,4,0,1,1,0,0,15
,花蓮高商,0,1,0,0,0,2,1,2,1,2,0,1,10
,花蓮高農,73,0,2,1,3,3,1,15,7,4,0,1,110
,海星高中,0,0,0,0,2,1,2,4,1,2,0,0,12
,國光商工,4,0,0,0,1,0,2,8,0,0,0,0,15
,慈濟附中,0,1,0,0,0,0,0,0,0,0,0,0,1
,體育實驗高中,0,0,0,0,0,1,0,4,0,0,0,0,5
,總計,133,6,6,1,18,24,20,85,16,12,0,7,328
