
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,上騰工商,15,1,0,0,0,0,0,4,17,0,0,0,0,37
,四維高中,17,1,1,1,3,0,5,6,34,2,1,0,1,72
,玉里高中,31,0,1,0,1,0,1,1,4,0,3,0,0,42
,光復商工,10,1,2,0,4,1,0,0,6,3,1,0,0,28
,花蓮女中,0,2,3,0,4,0,1,2,1,0,0,0,0,13
,花蓮高工,2,0,1,2,1,0,2,2,31,0,6,0,0,47
,花蓮高中,0,0,0,0,1,0,1,3,2,2,0,0,0,9
,花蓮高商,2,1,1,1,1,1,5,1,6,0,1,0,0,20
,花蓮高農,81,1,2,0,2,0,0,3,28,2,2,0,2,123
,海星高中,6,0,2,1,0,0,2,2,15,1,7,0,0,36
,國光商工,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,慈濟附中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,體育實驗高中,0,0,1,0,0,0,0,0,1,0,0,0,0,2
,總計,165,7,14,5,18,2,17,24,145,10,21,0,3,431
