
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,上騰工商,11,1,0,0,0,0,1,0,15,0,1,0,0,29
,四維高中,17,1,2,1,3,1,2,4,30,1,3,0,0,65
,玉里高中,36,0,0,0,0,0,1,0,6,0,3,0,0,46
,光復商工,10,0,1,0,4,0,1,0,6,1,1,0,0,24
,花蓮女中,0,1,1,0,1,0,3,0,0,0,0,0,0,6
,花蓮高工,0,0,1,1,1,0,2,6,22,0,8,0,0,41
,花蓮高中,0,0,0,1,3,0,0,4,1,1,3,0,0,13
,花蓮高商,1,0,2,0,0,1,3,1,2,0,1,0,0,11
,花蓮高農,73,2,0,0,1,0,0,3,22,0,6,0,2,109
,海星高中,2,0,0,1,0,1,2,1,15,1,5,0,0,28
,慈濟附中,0,0,0,0,1,0,0,0,0,0,1,0,0,2
,體育高中,1,0,1,0,0,0,0,1,1,0,0,0,0,4
,總計,151,5,8,4,14,3,15,20,120,4,32,0,2,378
