
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,上騰工商,12,1,0,0,0,0,0,3,14,0,0,0,0,30
,四維高中,17,1,1,1,3,0,3,5,34,2,1,0,1,69
,玉里高中,30,0,1,0,1,0,0,1,3,0,3,0,0,39
,光復商工,8,0,2,0,4,1,0,0,6,3,1,0,0,25
,花蓮女中,0,2,3,0,3,0,1,1,0,0,0,0,0,10
,花蓮高工,3,0,1,2,1,0,2,2,27,0,5,0,0,43
,花蓮高中,0,0,0,0,1,0,1,3,1,2,0,0,0,8
,花蓮高商,1,1,1,1,1,1,5,0,6,0,1,0,0,18
,花蓮高農,81,1,2,0,2,0,0,2,26,1,2,0,3,120
,海星高中,5,0,2,1,0,0,2,2,15,1,7,0,0,35
,慈濟附中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,體育實驗高中,0,0,1,0,0,0,0,0,1,0,0,0,0,2
,總計,157,6,14,5,17,2,14,19,133,9,20,0,4,400
