
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中華工商,11,0,0,0,1,0,1,4,21,0,1,0,0,39
,四維高中,10,0,3,1,5,0,2,5,35,3,3,0,0,67
,玉里高中,30,1,2,0,2,0,1,2,7,1,1,0,0,47
,光復商工,6,1,0,0,2,0,1,1,5,1,0,0,1,18
,花蓮女中,0,1,3,0,2,0,1,0,0,0,0,0,0,7
,花蓮高工,5,0,1,1,3,0,1,3,30,1,3,0,0,48
,花蓮高中,0,0,0,0,2,0,0,4,1,1,1,0,1,10
,花蓮高商,0,2,0,1,2,0,2,0,5,0,1,0,0,13
,花蓮高農,93,1,3,0,2,0,1,3,35,2,4,0,0,144
,海星高中,5,1,1,0,4,0,6,3,8,1,6,0,1,36
,國光商工,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,慈濟附中,0,1,1,0,0,0,0,0,0,0,0,0,0,2
,體育實驗高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,總計,161,8,14,3,25,0,16,25,148,10,20,0,3,433
