
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中華工商,9,0,0,0,1,0,1,4,16,0,1,0,0,32
,四維高中,6,0,3,1,5,0,1,4,26,3,3,0,0,52
,玉里高中,26,1,2,0,2,0,1,2,5,1,1,0,0,41
,光復商工,5,1,0,0,3,0,1,1,6,2,0,0,0,19
,花蓮女中,0,1,3,0,2,0,1,0,0,0,0,0,0,7
,花蓮高工,4,0,1,0,3,0,0,3,28,1,3,0,0,43
,花蓮高中,0,0,0,0,1,0,0,4,1,1,1,0,1,9
,花蓮高商,0,2,0,1,2,0,2,1,5,0,1,0,0,14
,花蓮高農,91,1,3,0,2,0,1,3,34,2,5,0,0,142
,海星高中,5,1,2,0,4,0,4,3,8,2,6,0,0,35
,國光商工,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,慈濟附中,0,1,1,0,0,0,0,0,1,0,1,0,1,5
,體育實驗高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,總計,147,8,15,2,25,0,12,25,131,12,22,0,2,401
