
,教育階段：高中職,製表日期：2018/3/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,土庫商工,0,0,0,0,1,2,0,0,16,0,1,0,0,20
,大成商工,34,0,3,0,1,1,2,3,110,1,1,0,0,156
,大德工商,85,0,1,0,0,0,2,1,36,2,0,0,0,127
,斗六家商,0,1,2,0,2,1,1,4,20,0,2,0,0,33
,斗六高中,0,0,1,0,2,0,2,1,1,1,0,0,0,8
,斗南高中,0,1,0,0,0,0,0,1,1,0,1,0,0,4
,北港高中,1,1,2,0,1,2,1,0,8,0,1,0,0,17
,北港農工,46,1,1,0,1,0,0,0,26,0,2,0,0,77
,古坑華德福實驗高中,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,巨人高中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,正心中學,0,0,1,0,0,0,2,1,0,0,3,0,0,7
,永年高中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,西螺農工,2,0,1,0,1,0,0,6,34,0,4,0,0,48
,虎尾高中,0,1,1,0,2,3,2,0,2,0,1,0,0,12
,虎尾農工,70,0,1,0,0,0,2,2,46,2,3,0,0,126
,麥寮高中,1,0,0,0,0,1,0,0,2,0,0,0,0,4
,揚子高中,0,0,0,0,1,0,1,0,0,0,0,0,0,2
,義峰高中,33,0,3,0,2,1,0,5,28,5,2,0,0,79
,福智高中,0,0,2,0,0,0,0,0,1,0,1,0,0,4
,維多利亞實驗高級中學,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,總計,272,5,21,0,14,11,16,24,333,11,22,0,0,729
