
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,土庫商工,2,0,1,0,3,0,1,1,10,1,0,0,0,19
,大成商工,42,1,0,1,2,0,3,2,76,1,1,0,0,129
,大德工商,90,0,0,0,1,0,1,0,32,6,0,0,0,130
,斗六家商,0,1,1,0,7,1,3,10,13,0,2,0,0,38
,斗六高中,0,0,1,1,2,0,3,3,0,1,3,0,0,14
,北港高中,0,1,0,0,1,0,2,0,1,2,0,0,2,9
,北港農工,40,0,1,0,1,0,2,4,18,3,0,0,1,70
,古坑華德福實驗高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,正心中學,0,0,0,0,2,0,1,0,0,0,2,0,0,5
,永年高中,1,0,0,0,0,0,0,0,1,0,0,0,0,2
,西螺農工,3,0,0,0,3,0,3,8,21,1,0,0,0,39
,虎尾高中,0,0,1,0,8,0,4,2,0,0,0,0,0,15
,虎尾農工,84,1,0,0,2,0,0,5,34,5,0,0,0,131
,麥寮高中,2,0,0,0,0,0,0,1,2,0,0,0,0,5
,揚子高中,0,0,1,0,2,0,0,1,1,0,1,0,0,6
,義峰高中,4,0,1,1,1,0,0,2,11,0,0,0,0,20
,總計,268,4,7,3,35,1,23,39,221,20,9,0,3,633
