
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,土庫商工,0,3,2,0,2,2,1,5,0,0,0,1,16
,大成商工,20,2,1,1,8,13,4,52,1,0,0,2,104
,大德工商,95,0,2,2,5,3,5,33,2,0,0,1,148
,文生高中,0,0,0,0,1,0,0,0,0,0,0,0,1
,斗六家商,0,3,3,1,3,3,1,5,1,0,0,0,20
,斗六高中,0,5,1,0,2,0,0,0,0,0,0,0,8
,北港高中,0,1,1,0,3,3,1,1,0,1,0,0,11
,北港農工,41,0,0,0,0,0,1,18,0,0,0,1,61
,巨人高中,0,0,0,0,0,1,0,0,0,0,0,0,1
,永年高中,0,0,0,0,1,1,0,0,0,0,0,0,2
,西螺農工,1,1,3,0,1,3,1,13,0,1,0,2,26
,虎尾高中,0,0,0,0,4,1,2,0,0,1,0,0,8
,虎尾農工,78,1,2,1,2,1,0,17,2,3,0,1,108
,麥寮高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,揚子高中,0,0,1,0,0,0,0,0,0,0,0,0,1
,義峰高中,5,0,2,2,1,4,0,12,1,0,0,0,27
,福智高中,0,0,0,0,0,1,0,0,0,0,0,0,1
,維多利亞實驗高級中學,0,0,0,0,0,0,0,0,0,0,0,1,1
,總計,240,16,18,7,33,36,16,157,7,6,0,9,545
