
,教育階段：高中職,製表日期：2018/10/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大園國際高中,0,1,2,1,0,0,3,6,6,0,2,0,0,21
,大溪高中,1,0,1,0,0,0,0,1,6,0,1,0,0,10
,大興學校財團法人桃園市大興高中,30,1,1,0,2,1,0,10,61,0,12,0,0,118
,中央大學附屬中壢高中,0,4,5,0,5,0,4,10,1,0,11,0,1,41
,中壢家商,0,1,7,0,4,0,1,3,25,0,2,0,0,43
,中壢高商,74,0,4,2,6,2,3,10,14,2,15,0,0,132
,內壢高中,0,1,1,0,3,1,3,7,8,0,5,0,1,30
,六和學校財團法人桃園市六和高中,0,0,0,0,0,0,2,1,2,0,2,0,1,8
,天主教振聲學校財團法人桃園市振聲高中,1,1,0,0,0,2,2,10,23,1,8,0,2,50
,方曙商工,29,0,0,1,1,1,0,2,5,2,3,0,0,44
,北科附工,76,2,4,1,2,0,1,42,63,2,26,0,1,220
,平鎮高中,1,1,1,0,1,1,0,3,3,0,11,0,4,26
,永平學校財團法人桃園市永平工商高中,25,2,2,2,0,1,2,22,249,1,10,0,0,316
,永豐高中,1,1,0,0,0,0,0,2,2,1,0,0,0,7
,光啟學校財團法人桃園市光啟高中,13,0,1,1,0,0,0,7,38,1,1,0,1,63
,成功工商,80,0,2,0,1,3,1,17,113,4,9,0,0,230
,至善高中,9,1,1,0,0,0,0,3,28,0,3,0,0,45
,武陵高中,0,1,3,1,3,0,5,7,5,0,29,0,2,56
,治平學校財團法人桃園市治平高中,20,1,6,2,3,0,1,29,115,2,6,0,0,185
,南崁高中,0,1,0,1,1,1,1,2,8,1,0,0,1,17
,泉僑學校財團法人桃園市漢英高級中等學校,1,0,0,0,0,0,0,0,4,0,1,0,0,6
,桃園育達學校財團法人桃園市育達高中,17,1,1,0,5,2,6,15,120,0,16,0,1,184
,桃園高中,0,2,2,0,2,1,1,14,5,0,10,0,2,39
,啟英學校財團法人桃園市啟英高中,60,2,4,3,4,1,6,26,234,4,20,0,1,365
,清華學校財團法人桃園市清華高中,62,0,0,0,2,3,1,2,42,5,14,0,0,131
,復旦學校財團法人桃園市復旦高中,0,0,1,0,0,2,0,0,1,0,0,0,0,4
,陽明高中,0,0,2,0,4,2,3,6,3,2,16,0,2,40
,新屋高中,0,0,0,0,0,1,0,0,0,0,1,0,0,2
,新興學校財團法人桃園市新興高中,5,0,5,3,4,4,4,21,87,3,26,0,1,163
,楊梅高中,2,0,0,1,1,3,1,6,10,1,6,0,1,32
,壽山高中,0,3,4,0,2,2,3,14,21,1,10,0,0,60
,臺灣大華學校財團法人桃園市私立大華高中,0,0,0,0,0,0,0,0,1,0,2,0,0,3
,龍潭高中,71,0,0,0,1,0,2,6,42,4,14,0,0,140
,龍潭高中進修部,4,0,0,0,0,0,0,7,5,0,0,0,0,16
,觀音高中,0,0,0,0,1,0,0,3,13,0,7,0,0,24
,總計,582,27,60,19,58,34,56,314,1363,37,299,0,22,2871
