
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大園國際高中,0,0,1,0,3,0,2,5,4,0,1,0,0,16
,大溪高中,0,0,0,0,1,0,1,0,3,0,1,0,0,6
,大興學校財團法人桃園市大興高中,29,2,1,0,3,0,0,10,39,0,10,0,0,94
,中央大學附屬中壢高中,0,3,4,0,5,2,2,8,3,1,7,0,0,35
,中壢家商,0,0,4,1,1,0,0,3,14,0,4,0,1,28
,中壢高商,76,1,1,1,4,1,4,10,17,11,10,0,0,136
,內壢高中,1,1,2,0,2,0,3,7,8,1,10,0,1,36
,六和高中,0,0,0,0,1,0,1,3,5,0,4,0,0,14
,天主教振聲學校財團法人桃園市振聲高中,1,1,3,0,1,1,3,12,29,1,10,0,1,63
,方曙商工,33,0,0,0,0,1,0,4,19,0,2,0,0,59
,北科附工,79,1,4,1,3,1,1,28,74,6,20,0,0,218
,平鎮高中,0,3,1,0,1,1,0,2,6,1,12,0,2,29
,永平工商,17,3,5,1,2,0,3,21,196,4,10,0,1,263
,永豐高中,0,0,1,0,0,1,0,2,3,0,2,0,0,9
,光啟高中,9,0,0,3,0,0,3,8,44,0,2,0,0,69
,成功工商,53,0,2,1,3,0,2,9,82,5,12,0,0,169
,至善高中,8,1,0,0,1,0,0,3,40,0,2,0,0,55
,武陵高中,0,3,2,0,3,1,10,17,6,0,21,0,0,63
,治平學校財團法人桃園市治平高中,10,0,3,2,5,0,4,17,77,4,6,0,1,129
,南崁高中,0,0,1,0,6,1,0,0,4,1,2,0,0,15
,桃園育達學校財團法人桃園市育達高中,17,0,3,0,5,0,3,17,88,2,13,0,0,148
,桃園高中,0,3,5,0,3,3,2,9,5,0,16,0,1,47
,啟英學校財團法人桃園市啟英高中,55,3,4,0,6,0,3,20,201,4,23,0,2,321
,清華學校財團法人桃園市清華高中,82,0,1,1,6,1,2,5,49,8,12,0,1,168
,復旦學校財團法人桃園市復旦高中,0,0,0,1,0,1,0,0,1,0,0,0,0,3
,陽明高中,0,0,4,0,1,2,2,4,4,2,14,0,2,35
,新興學校財團法人桃園市新興高中,5,1,2,1,5,5,3,19,78,3,16,0,1,139
,楊梅高中,1,0,0,1,4,1,0,2,11,0,4,0,1,25
,壽山高中,0,2,1,0,2,1,1,9,21,1,9,0,2,49
,漢英高中,0,0,0,0,0,0,0,0,4,0,0,0,0,4
,臺灣大華學校財團法人桃園市私立大華高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,龍潭高中,66,0,1,0,3,0,0,5,31,9,8,0,1,124
,觀音高中,1,0,0,0,0,0,0,1,9,0,4,0,0,15
,總計,543,28,56,14,80,24,55,260,1175,64,268,0,18,2585
