
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三民家商,34,2,2,0,6,0,7,2,13,1,9,0,5,81
,三民高中,0,0,0,0,1,0,2,0,1,1,1,0,0,6
,三信家商,84,1,7,3,15,0,6,7,139,5,27,0,3,297
,大榮高中,18,0,0,1,2,0,1,1,33,0,1,0,0,57
,小港高中,1,0,0,0,1,0,0,0,5,0,0,0,0,7
,中山大學附屬國光高中,0,0,1,0,3,0,1,0,0,0,2,0,0,7
,中山工商,128,2,5,0,9,0,9,8,114,11,12,0,2,300
,中山高中,0,0,0,0,4,0,2,0,0,0,1,0,1,8
,中正高工,1,0,2,0,5,0,1,2,26,0,8,0,0,45
,中正高中,0,0,2,0,2,0,0,0,1,0,3,0,0,8
,中華藝校,1,0,0,0,2,0,1,3,10,0,3,0,0,20
,仁武高中(高中部),0,1,0,0,1,0,1,0,0,0,0,0,0,3
,六龜高中(高中部),3,0,0,0,0,0,0,0,4,0,0,0,0,7
,天主教道明高級中學,0,0,0,0,0,0,1,1,1,0,1,0,0,4
,文山高中(高中部),1,0,0,0,0,0,0,1,0,1,3,0,0,6
,左營高中,1,0,1,1,4,0,1,0,0,0,3,0,0,11
,立志高中,58,4,4,0,5,0,7,6,120,4,23,0,1,232
,岡山高中,0,0,0,0,3,0,4,0,1,0,1,0,0,9
,岡山農工,40,3,2,1,4,0,4,0,37,5,6,0,1,103
,明誠高中,0,0,1,0,1,0,1,0,1,0,8,0,0,12
,林園高中(高中部),0,0,0,0,2,0,0,0,0,0,0,0,0,2
,前鎮高中,0,1,1,0,6,0,0,0,1,0,4,0,0,13
,海青工商,2,0,1,1,8,0,2,2,16,1,7,0,1,41
,高英工商,39,0,5,0,3,0,4,2,79,0,3,0,1,136
,高苑工商,59,1,0,0,3,0,4,2,51,2,2,0,0,124
,高師附中,0,0,1,2,4,0,3,0,0,0,3,0,0,13
,高雄女中,0,0,3,0,7,0,5,0,0,0,0,0,0,15
,高雄高工,1,0,3,0,7,0,4,3,8,1,13,0,0,40
,高雄高中,0,1,6,1,4,0,5,0,1,0,17,0,3,38
,高雄高商,1,2,3,0,7,0,7,1,6,0,5,0,3,35
,高鳳工家,35,0,2,0,0,0,0,2,7,4,3,0,0,53
,國際商工,1,0,1,0,1,0,2,1,7,0,1,0,0,14
,復華高中,3,0,0,0,2,0,2,2,17,0,1,0,1,28
,普門高中,1,0,0,0,1,0,0,1,0,0,0,0,0,3
,華德工家,10,0,2,0,2,0,1,0,33,0,0,0,0,48
,新光高中,1,1,0,0,0,0,0,0,5,1,1,0,0,9
,新莊高中,0,1,4,0,3,0,6,1,0,0,2,0,2,19
,新興高中,0,0,0,0,1,0,1,0,0,0,1,0,0,3
,楠梓高中,1,0,0,0,1,0,2,1,2,0,1,0,2,10
,瑞祥高中,0,0,1,0,1,0,3,0,0,0,1,0,0,6
,義大國際高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,路竹高中(高中部),0,0,0,0,1,0,2,0,1,0,0,0,0,4
,鼓山高中,0,0,0,0,2,0,0,0,1,0,1,0,0,4
,旗山農工,2,1,0,0,1,0,4,0,19,0,1,0,1,29
,旗美高中,0,0,1,0,1,0,1,0,4,0,0,0,0,7
,旗美商工,45,0,2,0,0,0,1,1,17,2,1,0,0,69
,福誠高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,鳳山高中,0,2,3,0,3,0,6,0,0,1,4,0,2,21
,鳳山商工,39,1,1,0,8,0,3,1,22,2,9,0,0,86
,鳳新高中,0,3,0,0,4,0,3,0,1,0,1,0,0,12
,樹德家商,53,3,5,1,5,0,5,3,147,6,11,0,3,242
,總計,663,30,72,11,156,0,125,54,952,48,206,0,32,2349
