
,教育階段：高中職,製表日期：2018/5/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三民家商,37,1,5,0,6,0,10,2,33,4,18,0,0,116
,三民高中,0,0,0,0,2,1,2,0,5,0,3,0,1,14
,三信家商,76,5,3,1,5,2,3,7,74,3,20,0,2,201
,大榮高中,6,0,1,0,0,0,2,2,16,0,1,0,3,31
,小港高中,0,0,1,0,1,1,3,1,0,0,2,0,0,9
,中山大學附屬國光高中,0,0,2,0,1,0,0,0,0,0,0,0,0,3
,中山工商,161,1,11,2,4,2,19,4,150,4,34,0,5,397
,中山高中,0,1,0,0,1,0,4,0,0,0,0,0,0,6
,中正高工,13,0,0,0,5,1,1,2,39,0,19,0,4,84
,中正高中,1,1,0,1,3,0,0,0,0,0,1,0,1,8
,中華藝校,0,0,0,0,2,0,1,3,11,0,5,0,2,24
,六龜高中(高中部),5,0,0,0,0,0,1,0,4,0,0,0,0,10
,文山高中(高中部),0,0,0,0,0,0,2,1,2,1,0,0,0,6
,左營高中,0,0,0,0,0,0,5,2,1,0,3,0,0,11
,正義高中,0,0,1,0,1,0,0,0,0,0,0,0,0,2
,立志中學,51,1,2,3,2,0,4,0,84,0,14,0,3,164
,岡山高中,0,0,1,0,3,3,1,1,2,0,1,0,0,12
,岡山農工,39,0,1,0,2,1,2,2,39,1,13,0,1,101
,明誠高中,0,0,0,0,1,0,1,1,0,0,2,0,0,5
,林園高中(高中部),0,0,0,0,2,1,0,2,0,0,0,0,0,5
,前鎮高中,0,1,0,0,0,0,2,0,1,0,2,0,1,7
,海青工商,0,0,3,1,6,2,10,3,32,0,10,0,5,72
,高英工商,26,1,2,0,1,0,0,0,71,0,6,0,0,107
,高苑工商,67,0,0,0,5,1,2,2,29,0,7,0,0,113
,高師附中,0,0,1,0,1,0,4,0,1,1,7,0,1,16
,高雄女中,0,1,6,0,2,0,10,0,4,0,1,0,0,24
,高雄高工,2,0,7,1,4,1,11,7,45,0,33,0,3,114
,高雄高中,0,0,6,1,9,1,19,0,1,0,35,0,0,72
,高雄高商,0,1,3,0,1,5,8,2,9,0,12,0,2,43
,高鳳工家,32,0,0,0,0,0,1,0,0,0,3,0,0,36
,國立高雄餐旅大學附屬餐旅高中,0,0,0,0,0,0,1,1,4,0,0,0,0,6
,國際商工,0,0,0,0,0,0,0,1,2,0,0,0,0,3
,復華高中,4,0,0,3,2,0,1,0,11,0,1,0,0,22
,普門高中,4,0,1,0,1,0,1,0,2,1,3,0,0,13
,華德工家,11,0,2,0,0,0,1,0,23,0,0,0,0,37
,新光高中,2,0,0,0,0,0,1,1,3,0,1,0,0,8
,新莊高中,0,1,1,0,7,2,5,1,3,2,13,0,0,35
,新興高中,0,0,0,0,0,0,1,0,1,0,3,0,1,6
,楠梓高中,0,0,0,0,0,0,0,0,5,0,4,0,0,9
,瑞祥高中,0,0,0,0,0,0,2,0,0,0,0,0,0,2
,義大國際高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,路竹高中(高中部),0,2,0,0,0,0,0,0,0,0,1,0,0,3
,鼓山高中,0,0,0,0,0,0,1,0,2,0,0,0,0,3
,旗山農工,12,0,1,1,1,0,0,0,33,0,2,0,0,50
,旗美高中,0,1,0,0,1,1,2,0,6,1,0,0,0,12
,旗美商工,24,0,0,0,0,0,0,0,3,3,3,0,0,33
,福誠高中,0,0,0,0,0,0,1,2,3,0,1,0,0,7
,鳳山高中,0,0,1,0,3,1,4,0,1,0,4,0,0,14
,鳳山商工,39,0,3,0,1,3,8,3,17,3,5,0,0,82
,鳳新高中,0,0,2,0,2,1,3,3,1,1,3,0,1,17
,樹德家商,46,0,4,1,2,1,4,2,87,4,10,0,2,163
,總計,658,18,71,15,90,31,164,58,860,29,307,0,38,2339
