
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三育高中,0,0,0,0,0,1,0,1,0,0,0,0,2
,中興高中,1,2,0,0,2,0,1,2,1,3,0,1,13
,五育高中,1,0,0,0,0,2,0,1,1,0,0,0,5
,仁愛高農,3,0,0,0,2,2,1,9,0,0,0,1,18
,水里商工,25,1,1,0,0,2,3,18,2,0,0,0,52
,同德家商,9,1,4,1,6,4,3,34,0,1,0,5,68
,旭光高中,0,0,1,0,0,0,0,1,0,0,0,0,2
,竹山高中,26,0,2,0,2,0,0,5,1,2,0,0,38
,南投高中,0,1,1,0,1,0,0,5,0,0,0,0,8
,南投高商,38,0,1,1,3,3,2,6,3,0,0,0,57
,埔里高工,68,0,0,0,0,2,3,33,2,2,0,0,110
,草屯商工,39,1,1,2,5,2,1,15,3,4,0,0,73
,暨大附中,1,3,2,0,3,3,2,5,0,3,0,2,24
,總計,211,9,13,4,24,21,16,135,13,15,0,9,470
