
,教育階段：高中職,製表日期：2019/03/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三育高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,中興高中,1,5,2,0,2,1,1,1,1,0,1,0,0,15
,五育高中,2,0,2,0,0,0,0,4,12,0,0,0,0,20
,仁愛高農,1,0,0,0,0,0,0,0,15,0,1,0,0,17
,水里商工,22,1,0,0,1,1,0,0,19,1,1,0,0,46
,同德家商,17,1,4,0,1,0,2,5,48,0,1,0,0,79
,旭光高中,0,0,0,0,0,1,0,0,0,0,2,0,0,3
,竹山高中,24,1,1,0,0,2,2,1,7,1,3,0,0,42
,南投高中,0,0,0,0,2,0,0,6,8,0,4,0,0,20
,南投高商,34,0,0,1,3,1,0,0,2,1,3,0,0,45
,埔里高工,35,0,0,0,0,0,1,3,42,1,1,0,0,83
,草屯商工,39,0,0,0,3,0,1,0,15,0,1,0,0,59
,普台高中,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,嘉大高中實驗教育機構,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,暨大附中,0,1,1,1,3,1,1,3,10,0,2,0,0,23
,總計,175,10,10,2,15,7,8,24,180,4,20,0,0,455
