
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,中興高中,1,2,2,0,3,1,0,0,0,0,4,0,0,13
,五育高中,2,0,3,0,0,0,0,3,13,0,0,0,0,21
,仁愛高農,5,0,0,0,1,1,1,1,13,0,2,0,0,24
,水里商工,29,0,1,0,0,0,0,0,20,3,0,0,0,53
,同德家商,18,1,4,1,2,0,1,6,41,1,1,0,0,76
,旭光高中,0,0,0,0,0,1,1,0,1,0,1,0,0,4
,竹山高中,29,1,1,0,1,0,2,2,10,3,3,0,0,52
,南投高中,0,0,0,0,1,0,0,6,6,0,5,0,0,18
,南投高商,41,0,0,1,1,0,0,1,2,1,2,0,0,49
,埔里高工,31,0,0,0,0,0,0,2,45,1,4,0,0,83
,草屯商工,35,0,0,0,1,1,0,4,13,0,2,0,0,56
,暨大附中,0,1,0,1,4,1,0,1,10,0,2,0,0,20
,總計,191,5,11,3,14,5,5,26,174,9,26,0,0,469
