
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三育高中,0,0,0,0,0,1,0,1,0,0,0,0,2
,中興高中,1,2,0,0,4,0,1,2,1,2,0,1,14
,五育高中,1,0,0,0,0,2,0,1,1,0,0,0,5
,仁愛高農,4,0,1,0,1,1,0,9,0,0,0,0,16
,水里商工,27,1,1,0,0,2,3,18,2,0,0,0,54
,同德家商,9,1,4,1,6,4,3,38,0,0,0,5,71
,旭光高中,0,0,1,0,0,0,0,1,0,0,0,0,2
,竹山高中,28,0,2,0,2,0,1,5,1,2,0,0,41
,南投高中,0,1,1,0,1,0,1,5,0,1,0,0,10
,南投高商,36,0,1,1,3,3,2,5,3,0,0,0,54
,埔里高工,72,0,0,0,0,2,4,36,2,2,0,0,118
,草屯商工,39,1,1,2,5,2,1,16,3,4,0,0,74
,暨大附中,1,3,2,0,3,3,2,6,0,3,0,2,25
,總計,218,9,14,4,25,20,18,143,13,14,0,8,486
